Name,ISIN,companyID,OrganizationID,Year,description,desc_simpl_en,desc_simpl_no,account_number,account_type,Value,CorporateAccountValue,CompanyAccountValue,source,Corporation,ID
NEL,NO0010081235,7795,979938799,2005,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,257000.0,,257000.0,Brønnøysund,0,161869
NEL,NO0010081235,7795,979938799,2005,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,2216000.0,,2216000.0,Brønnøysund,0,161870
NEL,NO0010081235,7795,979938799,2005,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,280000.0,,280000.0,Brønnøysund,0,161871
NEL,NO0010081235,7795,979938799,2005,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,4000.0,,4000.0,Brønnøysund,0,161872
NEL,NO0010081235,7795,979938799,2005,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,105000.0,,105000.0,Brønnøysund,0,161873
NEL,NO0010081235,7795,979938799,2005,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,13615000.0,,13615000.0,Brønnøysund,0,161874
NEL,NO0010081235,7795,979938799,2005,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,17958000.0,,17958000.0,Brønnøysund,0,161875
NEL,NO0010081235,7795,979938799,2005,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,17958000.0,,17958000.0,Brønnøysund,0,161876
NEL,NO0010081235,7795,979938799,2005,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161877
NEL,NO0010081235,7795,979938799,2005,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161878
NEL,NO0010081235,7795,979938799,2005,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,13428000.0,,13428000.0,Brønnøysund,0,161879
NEL,NO0010081235,7795,979938799,2005,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,15742000.0,,15742000.0,Brønnøysund,0,161881
NEL,NO0010081235,7795,979938799,2005,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161882
NEL,NO0010081235,7795,979938799,2006,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-23313000.0,,-23313000.0,Brønnøysund,0,141030
NEL,NO0010081235,7795,979938799,2006,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,9726000.0,,9726000.0,Brønnøysund,0,141031
NEL,NO0010081235,7795,979938799,2006,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,612000.0,,612000.0,Brønnøysund,0,141032
NEL,NO0010081235,7795,979938799,2006,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,25000.0,,25000.0,Brønnøysund,0,141033
NEL,NO0010081235,7795,979938799,2006,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,60000.0,,60000.0,Brønnøysund,0,141034
NEL,NO0010081235,7795,979938799,2006,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,24267000.0,,24267000.0,Brønnøysund,0,141035
NEL,NO0010081235,7795,979938799,2006,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,33902000.0,,33902000.0,Brønnøysund,0,141036
NEL,NO0010081235,7795,979938799,2006,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141037
NEL,NO0010081235,7795,979938799,2006,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,4647000.0,,4647000.0,Brønnøysund,0,141038
NEL,NO0010081235,7795,979938799,2006,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,9634000.0,,9634000.0,Brønnøysund,0,141039
NEL,NO0010081235,7795,979938799,2006,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,24267000.0,,24267000.0,Brønnøysund,0,141040
NEL,NO0010081235,7795,979938799,2006,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141041
NEL,NO0010081235,7795,979938799,2006,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,6593000.0,,6593000.0,Brønnøysund,0,141042
NEL,NO0010081235,7795,979938799,2006,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,30214000.0,,30214000.0,Brønnøysund,0,141043
NEL,NO0010081235,7795,979938799,2006,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141044
NEL,NO0010081235,7795,979938799,2006,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141045
NEL,NO0010081235,7795,979938799,2006,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,3115000.0,,3115000.0,Brønnøysund,0,141046
NEL,NO0010081235,7795,979938799,2006,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-22701000.0,,-22701000.0,Brønnøysund,0,141047
NEL,NO0010081235,7795,979938799,2006,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,25568000.0,,25568000.0,Brønnøysund,0,161891
NEL,NO0010081235,7795,979938799,2006,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,33902000.0,,33902000.0,Brønnøysund,0,161889
NEL,NO0010081235,7795,979938799,2006,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,3041000.0,,3041000.0,Brønnøysund,0,161892
NEL,NO0010081235,7795,979938799,2006,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,572000.0,,572000.0,Brønnøysund,0,161890
NEL,NO0010081235,7795,979938799,2006,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,3687000.0,,3687000.0,Brønnøysund,0,161886
NEL,NO0010081235,7795,979938799,2006,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,657000.0,,657000.0,Brønnøysund,0,161887
NEL,NO0010081235,7795,979938799,2006,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,23373000.0,,23373000.0,Brønnøysund,0,161888
NEL,NO0010081235,7795,979938799,2007,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,3023000.0,,3023000.0,Brønnøysund,0,141055
NEL,NO0010081235,7795,979938799,2007,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,26548000.0,,26548000.0,Brønnøysund,0,141056
NEL,NO0010081235,7795,979938799,2007,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,3023000.0,,3023000.0,Brønnøysund,0,141057
NEL,NO0010081235,7795,979938799,2007,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,1050000.0,,1050000.0,Brønnøysund,0,161895
NEL,NO0010081235,7795,979938799,2007,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,158000.0,,158000.0,Brønnøysund,0,161896
NEL,NO0010081235,7795,979938799,2007,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,29073000.0,,29073000.0,Brønnøysund,0,161898
NEL,NO0010081235,7795,979938799,2007,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,21053000.0,,21053000.0,Brønnøysund,0,161899
NEL,NO0010081235,7795,979938799,2007,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,30144000.0,,30144000.0,Brønnøysund,0,161900
NEL,NO0010081235,7795,979938799,2007,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161901
NEL,NO0010081235,7795,979938799,2007,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,9091000.0,,9091000.0,Brønnøysund,0,161902
NEL,NO0010081235,7795,979938799,2007,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,21053000.0,,21053000.0,Brønnøysund,0,161903
NEL,NO0010081235,7795,979938799,2007,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161904
NEL,NO0010081235,7795,979938799,2007,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-29017000.0,,-29017000.0,Brønnøysund,0,141048
NEL,NO0010081235,7795,979938799,2007,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,56000.0,,56000.0,Brønnøysund,0,161897
NEL,NO0010081235,7795,979938799,2007,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,3596000.0,,3596000.0,Brønnøysund,0,161894
NEL,NO0010081235,7795,979938799,2007,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,892000.0,,892000.0,Brønnøysund,0,161893
NEL,NO0010081235,7795,979938799,2007,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,13860000.0,,13860000.0,Brønnøysund,0,141049
NEL,NO0010081235,7795,979938799,2007,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,30144000.0,,30144000.0,Brønnøysund,0,141050
NEL,NO0010081235,7795,979938799,2007,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161905
NEL,NO0010081235,7795,979938799,2007,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,6883000.0,,6883000.0,Brønnøysund,0,141051
NEL,NO0010081235,7795,979938799,2007,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,572000.0,,572000.0,Brønnøysund,0,141052
NEL,NO0010081235,7795,979938799,2007,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,19666000.0,,19666000.0,Brønnøysund,0,141053
NEL,NO0010081235,7795,979938799,2007,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,6068000.0,,6068000.0,Brønnøysund,0,141054
NEL,NO0010081235,7795,979938799,2007,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161906
NEL,NO0010081235,7795,979938799,2007,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-28125000.0,,-28125000.0,Brønnøysund,0,161907
NEL,NO0010081235,7795,979938799,2008,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,1445000.0,,1445000.0,Brønnøysund,0,141068
NEL,NO0010081235,7795,979938799,2008,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,1802000.0,,1802000.0,Brønnøysund,0,141058
NEL,NO0010081235,7795,979938799,2008,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,1923000.0,,1923000.0,Brønnøysund,0,141059
NEL,NO0010081235,7795,979938799,2008,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,0.0,,0.0,Brønnøysund,0,141060
NEL,NO0010081235,7795,979938799,2008,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,36384000.0,,36384000.0,Brønnøysund,0,141061
NEL,NO0010081235,7795,979938799,2008,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,38900000.0,,38900000.0,Brønnøysund,0,141062
NEL,NO0010081235,7795,979938799,2008,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141063
NEL,NO0010081235,7795,979938799,2008,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,10488000.0,,10488000.0,Brønnøysund,0,141064
NEL,NO0010081235,7795,979938799,2008,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,7473000.0,,7473000.0,Brønnøysund,0,141065
NEL,NO0010081235,7795,979938799,2008,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,35270000.0,,35270000.0,Brønnøysund,0,141066
NEL,NO0010081235,7795,979938799,2008,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-34582000.0,,-34582000.0,Brønnøysund,0,161921
NEL,NO0010081235,7795,979938799,2008,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,3058000.0,,3058000.0,Brønnøysund,0,161920
NEL,NO0010081235,7795,979938799,2008,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,3016000.0,,3016000.0,Brønnøysund,0,161919
NEL,NO0010081235,7795,979938799,2008,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,27958000.0,,27958000.0,Brønnøysund,0,161918
NEL,NO0010081235,7795,979938799,2008,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161917
NEL,NO0010081235,7795,979938799,2008,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,28412000.0,,28412000.0,Brønnøysund,0,161916
NEL,NO0010081235,7795,979938799,2008,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,572000.0,,572000.0,Brønnøysund,0,161915
NEL,NO0010081235,7795,979938799,2008,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,5866000.0,,5866000.0,Brønnøysund,0,161914
NEL,NO0010081235,7795,979938799,2008,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,38900000.0,,38900000.0,Brønnøysund,0,161913
NEL,NO0010081235,7795,979938799,2008,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,28412000.0,,28412000.0,Brønnøysund,0,161912
NEL,NO0010081235,7795,979938799,2008,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,87000.0,,87000.0,Brønnøysund,0,161911
NEL,NO0010081235,7795,979938799,2008,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,3630000.0,,3630000.0,Brønnøysund,0,161910
NEL,NO0010081235,7795,979938799,2008,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,16965000.0,,16965000.0,Brønnøysund,0,161909
NEL,NO0010081235,7795,979938799,2008,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-36384000.0,,-36384000.0,Brønnøysund,0,161908
NEL,NO0010081235,7795,979938799,2008,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141067
NEL,NO0010081235,7795,979938799,2009,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,46484000.0,,46484000.0,Brønnøysund,0,141074
NEL,NO0010081235,7795,979938799,2009,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,29373000.0,,29373000.0,Brønnøysund,0,161929
NEL,NO0010081235,7795,979938799,2009,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,17111000.0,,17111000.0,Brønnøysund,0,161928
NEL,NO0010081235,7795,979938799,2009,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,5246000.0,,5246000.0,Brønnøysund,0,161927
NEL,NO0010081235,7795,979938799,2009,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,46484000.0,,46484000.0,Brønnøysund,0,161926
NEL,NO0010081235,7795,979938799,2009,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,39986000.0,,39986000.0,Brønnøysund,0,161925
NEL,NO0010081235,7795,979938799,2009,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,131000.0,,131000.0,Brønnøysund,0,161924
NEL,NO0010081235,7795,979938799,2009,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,3707000.0,,3707000.0,Brønnøysund,0,161923
NEL,NO0010081235,7795,979938799,2009,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,21275000.0,,21275000.0,Brønnøysund,0,161922
NEL,NO0010081235,7795,979938799,2009,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,29373000.0,,29373000.0,Brønnøysund,0,141073
NEL,NO0010081235,7795,979938799,2009,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,126000.0,,126000.0,Brønnøysund,0,141072
NEL,NO0010081235,7795,979938799,2009,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,8269000.0,,8269000.0,Brønnøysund,0,141080
NEL,NO0010081235,7795,979938799,2009,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,544000.0,,544000.0,Brønnøysund,0,141071
NEL,NO0010081235,7795,979938799,2009,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,524000.0,,524000.0,Brønnøysund,0,141070
NEL,NO0010081235,7795,979938799,2009,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-39856000.0,,-39856000.0,Brønnøysund,0,141069
NEL,NO0010081235,7795,979938799,2009,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141081
NEL,NO0010081235,7795,979938799,2009,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,1576000.0,,1576000.0,Brønnøysund,0,141082
NEL,NO0010081235,7795,979938799,2009,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-39332000.0,,-39332000.0,Brønnøysund,0,141083
NEL,NO0010081235,7795,979938799,2009,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,8842000.0,,8842000.0,Brønnøysund,0,141079
NEL,NO0010081235,7795,979938799,2009,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,35404000.0,,35404000.0,Brønnøysund,0,141078
NEL,NO0010081235,7795,979938799,2009,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141077
NEL,NO0010081235,7795,979938799,2009,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,2131000.0,,2131000.0,Brønnøysund,0,141076
NEL,NO0010081235,7795,979938799,2009,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141075
NEL,NO0010081235,7795,979938799,2009,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,2127000.0,,2127000.0,Brønnøysund,0,161931
NEL,NO0010081235,7795,979938799,2009,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,42777000.0,,42777000.0,Brønnøysund,0,161930
NEL,NO0010081235,7795,979938799,2010,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,22129000.0,,22129000.0,Brønnøysund,0,141084
NEL,NO0010081235,7795,979938799,2010,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,4410000.0,,4410000.0,Brønnøysund,0,141085
NEL,NO0010081235,7795,979938799,2010,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,997000.0,,997000.0,Brønnøysund,0,141086
NEL,NO0010081235,7795,979938799,2010,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,43625000.0,,43625000.0,Brønnøysund,0,141087
NEL,NO0010081235,7795,979938799,2010,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,89596000.0,,89596000.0,Brønnøysund,0,141088
NEL,NO0010081235,7795,979938799,2010,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,111700000.0,,111700000.0,Brønnøysund,0,141089
NEL,NO0010081235,7795,979938799,2010,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,22104000.0,,22104000.0,Brønnøysund,0,141090
NEL,NO0010081235,7795,979938799,2010,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,131418000.0,,131418000.0,Brønnøysund,0,141091
NEL,NO0010081235,7795,979938799,2010,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,13835000.0,,13835000.0,Brønnøysund,0,141092
NEL,NO0010081235,7795,979938799,2010,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-41821000.0,,-41821000.0,Brønnøysund,0,141093
NEL,NO0010081235,7795,979938799,2010,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,978000.0,,978000.0,Brønnøysund,0,141094
NEL,NO0010081235,7795,979938799,2010,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,2614000.0,,2614000.0,Brønnøysund,0,141095
NEL,NO0010081235,7795,979938799,2010,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-41821000.0,,-41821000.0,Brønnøysund,0,141096
NEL,NO0010081235,7795,979938799,2010,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,8269000.0,,8269000.0,Brønnøysund,0,161942
NEL,NO0010081235,7795,979938799,2010,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,107291000.0,,107291000.0,Brønnøysund,0,161943
NEL,NO0010081235,7795,979938799,2010,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,98838000.0,,98838000.0,Brønnøysund,0,161941
NEL,NO0010081235,7795,979938799,2010,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-42532000.0,,-42532000.0,Brønnøysund,0,161932
NEL,NO0010081235,7795,979938799,2010,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,710000.0,,710000.0,Brønnøysund,0,161933
NEL,NO0010081235,7795,979938799,2010,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,174000.0,,174000.0,Brønnøysund,0,161934
NEL,NO0010081235,7795,979938799,2010,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,1093000.0,,1093000.0,Brønnøysund,0,161935
NEL,NO0010081235,7795,979938799,2010,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,111700000.0,,111700000.0,Brønnøysund,0,161936
NEL,NO0010081235,7795,979938799,2010,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161937
NEL,NO0010081235,7795,979938799,2010,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,7474000.0,,7474000.0,Brønnøysund,0,161938
NEL,NO0010081235,7795,979938799,2010,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,1796000.0,,1796000.0,Brønnøysund,0,161939
NEL,NO0010081235,7795,979938799,2010,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,161940
NEL,NO0010081235,7795,979938799,2011,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,23643000.0,,23643000.0,Brønnøysund,0,141097
NEL,NO0010081235,7795,979938799,2011,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,40116000.0,,40116000.0,Brønnøysund,0,141098
NEL,NO0010081235,7795,979938799,2011,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,68604000.0,,68604000.0,Brønnøysund,0,141099
NEL,NO0010081235,7795,979938799,2011,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,68603000.0,,68603000.0,Brønnøysund,0,141100
NEL,NO0010081235,7795,979938799,2011,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141101
NEL,NO0010081235,7795,979938799,2011,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,13628000.0,,13628000.0,Brønnøysund,0,141102
NEL,NO0010081235,7795,979938799,2011,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,,0.0,Brønnøysund,0,141103
NEL,NO0010081235,7795,979938799,2011,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,58859000.0,,58859000.0,Brønnøysund,0,141104
NEL,NO0010081235,7795,979938799,2011,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,65010000.0,,65010000.0,Brønnøysund,0,141105
NEL,NO0010081235,7795,979938799,2011,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,2133000.0,,2133000.0,Brønnøysund,0,141106
NEL,NO0010081235,7795,979938799,2011,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-34753000.0,,-34753000.0,Brønnøysund,0,141107
NEL,NO0010081235,7795,979938799,2011,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,5534000.0,,5534000.0,Brønnøysund,0,161955
NEL,NO0010081235,7795,979938799,2011,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-34753000.0,,-34753000.0,Brønnøysund,0,161956
NEL,NO0010081235,7795,979938799,2011,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,915000.0,,915000.0,Brønnøysund,0,161957
NEL,NO0010081235,7795,979938799,2011,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,245000.0,,245000.0,Brønnøysund,0,161948
