gvkey,fyr,curcdq,fqtr,fyearq,datadate,accliy,acqdisny,acqdisoy,adpacy,amy,aolochy,apalchy,apchy,aqcy,asdisy,asinvy,atochy,autxry,bcefy,bcty,bdiy,capcsty,capfly,capxfiy,capxy,cfbdy,cferey,cflaothy,cfoy,cfpdoy,chechy,chenfdy,cogsy,dcsfdy,dcufdy,dfxay,dispochy,dity,dlcchy,dltisy,dltry,docy,dpcy,dpy,dvpdpy,dvrecy,dvrrey,dvty,dvy,eieacy,eqdivpy,esuby,exresy,exreuy,exrey,fcay,fiaoy,fincfy,finincy,finley,finrey,finvaoy,fopoy,fsrcopoy,fsrcopty,fsrcoy,fsrcty,fuseoy,fusety,gdwlamy,gpy,ibcy,ibkiy,ibmiiy,iby,idity,iirey,iity,intandy,intanpy,intcy,intfacty,intfly,intiacty,intoacty,intpdy,intrcy,invchy,invdspy,invsvcy,iobdy,ioiy,iorey,iptiy,isgty,ivacoy,ivchy,iviy,ivncfy,ivstchy,liqresny,liqresoy,lndepy,lnincy,lnmdy,lnrepy,ltdchy,ltdlchy,ltloy,micy,miiy,miseqy,ncfliqy,neqmiy,nity,noasuby,nopioy,nopiy,oancfcy,oancfdy,oancfy,oiadpy,oibdpy,opprfty,oproy,pcly,piy,pliachy,prosaiy,prstkcy,prvy,psfixy,ptrany,purtshry,pvoy,rawmsmy,recchy,reity,revty,risy,rvy,saley,shrcapy,sivy,spiy,sppchy,sppivy,sstky,stfixay,stinvy,stkchy,subdisy,subpury,tdsgy,txdcy,txopy,txty,txy,wcapchcy,wcapchy,wcapopcy,wcapsay,wcapsuy,wcapsy,wcapty,wcapuy,xagty,xbdty,xcomiy,xcomy,xdvrey,xidocy,xinty,xioy,xiviy,xivrey,xiy,xobdy,xoiy,xoproy,xopry,xorey,xrety,xsgay,xstoy,xsty,xsy,xty,conm
328809,12,EUR,1,2023,2023-03-31,,,,,,-23.0000,,,9.7000,,,,,,,,,,,234.5000,,,,,,235.5000,,14.8000,,,,,,,,,,42.4000,43.2500,,,,,1.5500,-0.1500,,0.1500,,,-0.7500,,-0.6500,395.5500,,,,,36.6000,,,,,,,,166.2000,45.3000,,45.3000,46.1000,,,,,,,-29.1000,,,,,,,,,,,,,,,-3.7500,,-246.8500,,,,,,,,56.4500,,,,-0.8000,,,,,,1.5500,-39.6500,,,87.5500,98.5000,141.7500,,47.4000,,58.8500,,,,,-1.1000,,0.8500,,,,,181.0000,,,133.6000,,,-1.6000,,-12.0500,371.2500,,,,,,,,-1.5500,13.5500,,,,-23.0000,,,,,,,,,,,,41.3500,,,,,,,0.0000,39.2500,,,24.4500,,6.6000,,,NEOEN SA
328809,12,EUR,2,2023,2023-06-30,,,,,,-46.0000,,,19.4000,,,,,,,,,,,469.0000,,,,,,471.0000,,-16.0000,,,,,,,,,,84.8000,86.5000,,,,,3.1000,-0.3000,,0.3000,,,-1.5000,,-1.3000,791.1000,,,,,73.2000,,,,,,,,378.0000,90.6000,,90.6000,92.2000,,,,,,,-58.2000,,,,,,,,,,,,,,,-7.5000,,-493.7000,,,,,,,,112.9000,,,,-1.6000,,,,,,3.1000,-79.3000,,,175.1000,197.0000,283.5000,,94.8000,,117.7000,,,,,-2.2000,,1.7000,,,,,362.0000,,,267.2000,,,-3.2000,,-24.1000,742.5000,,,,,,,,-3.1000,27.1000,,,,-46.0000,,,,,,,,,,,,82.7000,,,,,,,0.0000,78.5000,,,94.5000,,13.2000,,,NEOEN SA
328809,12,EUR,3,2023,2023-09-30,,,,,,-68.5000,,,23.9500,,,,,,,,,,,757.5000,,,,,,313.1500,,-3.5500,,,,,,,,,,129.6000,131.2500,,,,,3.1000,-0.1500,,0.1500,,,-2.8500,,-1.3500,851.9500,,,,,113.5000,,,,,,,,512.7500,119.0000,,119.0000,121.2000,,,,,,,-92.6500,,0.3500,,,,,,,,,,,,0.0000,-6.7500,,-785.8500,,,,,,,,210.8500,,,,-2.2000,,,,,,36.3500,-97.9000,,,249.9000,262.5500,393.8000,,124.5500,,164.6500,,,,,-2.0000,,4.3000,,,,,509.2000,,,384.6500,,,16.4500,,-32.1000,742.5000,,,,,,,,-11.4500,45.6500,,,,-68.5000,,,,,,,,,,,,134.4000,,,,,,,0.0000,115.4000,,,118.9500,,22.0500,,,NEOEN SA
328809,12,EUR,4,2023,2023-12-31,,,,,,-91.0000,,,28.5000,,,,,,,,,,,1046.0000,,,,,,155.3000,,54.5000,,,,,,,,,,176.0000,176.0000,,,,,3.1000,,,,,,-4.2000,,-1.4000,912.8000,,,,,152.2000,,,,,,,,657.0000,147.4000,,147.4000,150.2000,,,,,,,-127.1000,,0.7000,,,,,,,,,,,,0.0000,-6.0000,,-1078.0000,,,,,,,,308.8000,,,,-2.8000,,,,,,14.5000,-171.6000,,,324.7000,383.2000,559.2000,,209.4000,,211.6000,,,,,-1.8000,,6.9000,,,,,711.5000,,,502.1000,,,-19.0000,,-40.1000,742.5000,,,,,,,,-19.8000,64.2000,,,,-91.0000,,,,,,,,,,,,186.1000,,,,,,,0.0000,152.3000,,,97.8000,,30.9000,,,NEOEN SA
328809,12,EUR,1,2024,2024-03-31,,,,,,-6.7000,,,6.2000,,,,,,,,,,,396.6000,,,0.0500,,,-131.3500,,16.5500,,,,,,,,,,47.5000,47.5500,,,,,2.9000,0.2500,,-0.2500,,,2.9500,,3.6500,161.2500,,,,,49.7500,,,,,,,,143.9000,16.0500,,16.0500,16.3500,,,,,,,-30.3000,,0.1000,,,,,,,,,,,,0.0500,,,-399.3000,,,,,,,,191.8500,,,,-0.3000,,,,,,4.9500,-46.6000,,,103.7000,66.8500,114.4000,,41.9000,,20.2500,,,,,-0.0500,,1.3000,,,,,160.4500,,,118.5500,,3.3000,-1.3000,,1.3500,0.2500,,,,,,,,-4.5000,4.2000,,,,-6.7000,,,,,,,,,,,,51.3000,,,,,,,0.0000,46.0500,,,29.5000,,7.9000,,,NEOEN SA
328809,12,EUR,2,2024,2024-06-30,,,,,,-13.4000,,,12.4000,,,,,,,,,,,793.2000,,,0.1000,,,-262.7000,,33.1000,,,,,,,,,,95.0000,95.1000,,,,,5.8000,0.5000,,-0.5000,,,5.9000,,7.3000,322.5000,,,,,99.5000,,,,,,,,287.8000,32.1000,,32.1000,32.7000,,,,,,,-60.6000,,0.2000,,,,,,,,,,,,0.1000,,,-798.6000,,,,,,,,383.7000,,,,-0.6000,,,,,,9.9000,-93.2000,,,207.4000,133.7000,228.8000,,83.8000,,40.5000,,,,,-0.1000,,2.6000,,,,,320.9000,,,237.1000,,6.6000,-2.6000,,2.7000,0.5000,,,,,,,,-9.0000,8.4000,,,,-13.4000,,,,,,,,,,,,102.6000,,,,,,,0.0000,92.1000,,,59.0000,,15.8000,,,NEOEN SA
328809,12,EUR,3,2024,2024-09-30,,,,,,-61.2500,,,11.1500,,,,,,,,,,,1133.4000,,,0.0500,,,-253.0000,,18.9500,,,,,,,,,,153.3500,153.4000,,,,,5.8000,0.5500,,-0.5500,,,7.5000,,18.7000,585.2000,,,,,163.4000,,,,,,,,466.4500,22.9500,,22.9500,25.8500,,,,,,,-100.2500,,0.5000,,,,,,,,,,,,0.1000,,,-1118.3000,,,,,,,,674.6500,,,,-2.9000,,,,,,-20.6000,-162.0500,,,272.5500,191.9500,345.3500,,126.7500,,29.9000,,,,,-0.1500,,2.6000,,,,,485.4000,,,358.6500,,25.5000,-17.4500,,7.0500,0.5000,,,,,,,,-13.5000,6.9500,,,,-61.2500,,,,,,,,,,,,140.9000,,,,,,,0.0000,140.0500,,,121.1000,,7.9000,,,NEOEN SA
328809,12,EUR,4,2024,2024-12-31,,,,,,-109.1000,,,9.9000,,,,,,,,,,,1473.6000,,,0.0000,,,-243.3000,,4.8000,,,,,,,,,,211.7000,211.7000,,,,,5.8000,0.6000,,-0.6000,,,9.1000,,30.1000,847.9000,,,,,227.3000,,,,,,,,645.1000,13.8000,,13.8000,19.0000,,,,,,,-139.9000,,0.8000,,,,,,,,,,,,0.1000,,,-1438.0000,,,,,,,,965.6000,,,,-5.2000,,,,,,-51.1000,-230.9000,,,337.7000,250.2000,461.9000,,169.7000,,19.3000,,,,,-0.2000,,2.6000,,,,,649.9000,,,480.2000,,44.4000,-32.3000,,11.4000,0.5000,,,,,,,,-18.0000,5.5000,,,,-109.1000,,,,,,,,,,,,179.2000,,,,,,,0.0000,188.0000,,,183.2000,,4.3000,,,NEOEN SA
329260,12,EUR,4,2019,2019-12-31,,,,,,-11.6280,,,63.4740,,,,,,,,,,,4.5930,,,-0.0010,,,-10.3370,,12.8660,,,,,,,,,,124.6740,124.6740,,,,,24.2210,,,-3.0780,,,0.3740,,41.6490,32.6760,,,,,52.7720,,,,,,,,268.7810,29.3950,,29.3950,28.1150,14.5450,,,,0.4050,,-57.4880,,0.0400,,,,,,,,,,,,0.0000,-164.2730,,-232.7010,,,,,,,,-36.1480,,,,1.2800,,,,,,12.3840,-36.4920,,,189.3150,87.1440,211.8180,,7.8250,,50.6520,,,,,-0.0040,,,,,,,281.6470,,,273.8220,,,,,-0.1450,108.8840,,,,,,,5.0610,-10.8140,21.2570,,,,-11.6280,,,,,,,,,,,,60.3430,,,,,,,38.9790,69.8290,,,17.9840,,16.9970,,,ENCAVIS AG
329260,12,EUR,1,2020,2020-03-31,,,,,,,,,,,,,,,,,,,,49.5020,,,,,,-1.8920,,0.4890,,,,,,,,,,33.5120,33.5120,,,,,,,,-4.2400,,,-0.3190,,-2.9120,-2.9120,,,,,19.7310,,,,,,,,64.7220,-2.4020,,-2.4020,-2.2830,5.6470,,,,,,,,,,,,,,,,,,,,,,,-49.5020,,,,,,,,,,,,-0.1190,,,,,,5.8670,-11.9790,,,50.8410,10.2030,43.7150,,,,-1.7760,,,,,,,,,,,,65.2110,,,65.2110,,,,,,,,,,,,,,,0.6260,,,,,,,,,,,,,,,,19.2530,,,,,,,16.5320,21.4960,,,4.4750,,4.4750,,,ENCAVIS AG
329260,12,EUR,2,2020,2020-06-30,,,,,,-7.5720,,,3.8740,,,,,,,,,,,14.7470,,,0.0010,,,20.6950,,1.0320,,,,,,,,,,67.0110,67.0110,,,,,24.4130,,,-7.0120,,,-0.5180,,-11.3580,-18.8010,,,,,39.6850,,,,,,,,153.7430,18.1970,,18.1970,17.9110,5.3880,,,,0.0130,,-29.5720,,0.0060,,,,,,,,,,,,0.0000,-56.5420,,-75.1700,,,,,,,,46.5170,,,,0.2860,,,,,,15.9530,-22.7180,,,115.1830,48.0240,115.0350,,,,25.3060,,,,,,,,,,,,154.7750,,,154.7750,,,,,-2.1380,0.0250,,,,,,,,,7.1090,,,,-7.5720,,,,,,,,,,,,37.0470,,,,,,,28.5080,39.7400,,,10.2000,,10.2000,,,ENCAVIS AG
329260,12,EUR,3,2020,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,8.6380,,2.2180,,,,,,,,,,100.6770,100.6770,,,,,43.5210,,,-8.1140,,,-0.5110,,-80.3710,-70.8920,,,,,39.8990,,,,,,,,232.0740,26.0060,,26.0060,25.7230,13.9480,,,,,,,,,,,,,,,,,,,,-86.5410,,,-86.5410,,,,,,,,,,,,0.2830,,,,,,13.4470,-38.4100,,,166.5820,74.4210,175.0980,,,,36.0110,,,,,,,,,,,,234.2920,,,234.2920,,,,,,53.0000,,,,,,,,,10.0050,,,,,,,,,,,,,,,,57.6910,,,,,,,41.9230,59.1940,,,15.0530,,15.0530,,,ENCAVIS AG
329260,12,EUR,4,2020,2020-12-31,,,,,,-0.6020,,,3.8420,,,,,,,,,,,34.9570,,,0.0010,,,5.6710,,18.7110,,,,,,,,,,136.5800,136.5800,,,,38.7620,28.3590,,,-9.6220,,,-0.4190,,-4.8390,-112.7140,,,,,65.9360,,,,,,,,273.5890,18.3740,,18.3740,18.0470,15.0250,,,,0.0350,0.5680,-58.5950,,0.0260,,,,,,,,,,,,-0.0010,-55.3350,,-94.1440,,,,,,,,-20.9640,,,,0.3270,,,,,,7.0540,-50.0150,,,212.9470,77.3540,213.9340,,,,27.3390,,,,,,,,,,,,292.3000,,,292.3000,,,-0.5320,,-2.9470,0.0430,,,,,,,-0.5330,-3.8610,8.9650,,,,-0.6020,,,,,,,,,,,,63.0400,,,,,,,38.1840,78.3660,,,21.4710,,20.6590,,,ENCAVIS AG
329260,12,EUR,1,2021,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,0.0010,,,37.1040,,0.7660,,,,,,,,,,37.3790,37.3790,,,,,,,,0.0030,,,0.3780,,12.4060,12.4060,,,,,3.0870,,,,,,,,58.1650,-0.5370,,-0.5370,-0.2060,9.4160,,,,,,,,,,,,,,,,,,,,-15.6100,,,-15.6100,,,,,,,,,,,,-0.3310,,,,,,9.9570,1.3340,,,39.9290,1.7460,39.1250,,,,3.0800,,,,,,,,,,,,58.9310,,,58.9310,,,,,,,,,,,,,,,3.6170,,,,,,,,,,,,,,,,18.0420,,,,,,,13.8690,19.8060,,,5.1710,,5.1710,,,ENCAVIS AG
329260,12,EUR,2,2021,2021-06-30,,,,,,-6.6570,,,26.6830,,,,,,,,,,,17.5950,,,,,,10.3390,,1.8700,,,,,,,,,,76.0200,76.0200,,,,,30.8230,,,-0.0540,,,0.3280,,8.6940,-55.2200,,,,,3.4780,,,,,,,,181.1400,42.8750,,42.8750,42.6910,11.5660,,,,0.0250,,-30.5540,,0.0160,,,,,,,,,,,,0.0010,,,-44.1570,,,,,,,,-2.5370,,,,0.1840,,,,,,1.4630,-20.7560,,,109.3880,64.8660,140.8860,,20.8290,,44.1100,,,,,,,,,,,,183.0100,,,162.1810,,0.1290,1.4630,,0.1420,,,,,,,,,-6.4700,1.2350,,,,-6.6570,,,,,,,,,,,,33.7310,,,,,,,30.3120,42.1240,,,9.9420,,9.9420,,,ENCAVIS AG
329260,12,EUR,3,2021,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,0.0010,,,32.3710,,3.0070,,,,,,,,,,113.6010,113.6010,,,,,,,,-0.0510,,,0.3000,,-111.1050,-99.2200,,,,,15.2570,,,,,,,,256.0820,58.2150,,58.2150,57.9750,13.3400,,,,,,,,,,,,,,,,,,,,-55.7830,,,-55.7830,,,,,,,,,,,,0.2400,,,,,,23.6960,-13.4570,,,187.0730,78.7040,192.3050,,,,65.2470,,,,,,,,,,,,259.0890,,,259.0890,,,,,,11.8850,,,,,,,,,7.0320,,,,,,,,,,,,,,,,50.4420,,,,,,,49.3240,66.7840,,,14.4530,,14.4530,,,ENCAVIS AG
329260,12,EUR,4,2021,2021-12-31,,,,,,15.8840,,,56.6040,,,,,,,,,,,43.1340,,,-0.0010,,,225.5580,,19.7520,,,,,,,,,,151.4450,151.4450,,,,48.1410,35.0200,,,0.0860,,,0.5110,,-19.2390,62.5640,,,,,34.1750,,,,,,,,312.9510,82.2700,,82.2700,81.5830,6.7800,,,,0.0470,,-57.2190,,0.0350,,,,,,,,,,,,0.0000,,,-89.4570,,,,,,,,-75.9580,,,,0.6870,,,,,,41.5250,-10.2850,,,251.9410,93.4040,244.8490,,,,83.1190,,,,,,,,,,,,332.7030,,,332.7030,,10.2930,22.5230,,-5.2670,250.0000,,,,,,,-11.0080,-15.5580,0.8490,,,,15.8840,,,,,,,,,,,,58.6760,,,,,,,47.7300,87.8540,,,20.3720,,19.2180,,,ENCAVIS AG
329260,12,EUR,1,2022,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,-0.0010,,,-105.0430,,1.4900,,,,,,,,,,39.9940,39.9940,,,,,,,,0.0800,,,-0.0500,,-71.7280,-71.7280,,,,,12.2910,,,,,,,,98.1490,12.4270,,12.4270,12.3540,12.4490,,,,,,,,,,,,,,,,,,,,-97.9760,,,-97.9760,,,,,,,,,,,,0.0730,,,,,,2.9380,-5.0080,,,64.7120,20.5040,60.4980,,,,15.4960,,,,,,,,,,,,99.6390,,,99.6390,,,,,,,,,,,,,,,3.0690,,,,,,,,,,,,,,,,20.4750,,,,,,,32.4270,39.1410,,,5.2240,,5.2240,,,ENCAVIS AG
329260,12,EUR,2,2022,2022-06-30,,,,,,-5.7770,,,82.2530,,,,,,,,,,,24.8430,,,0.0010,,,-128.6170,,3.5760,,,,,,,,,,81.3970,81.3970,,,,,40.4730,,,0.0410,,,-0.2890,,-3.6180,-170.4690,,,,,39.2610,,,,,,,,235.5050,49.5980,,49.5980,49.2960,21.3180,,,,0.0410,,-27.4440,,0.2370,,,,,,,,,,,,-0.0010,-11.1290,,-118.0300,,,,,,,,-98.9340,,,,0.3020,,,,,,6.5010,-11.1590,,,160.1700,82.0000,163.3970,,,,70.8410,,,,,,,,,,,,239.0810,,,239.0810,,,,,,,,,,,,,,-4.3090,21.2430,,,,-5.7770,,,,,,,,,,,,39.0190,,,,,,,61.2960,75.6840,,,10.8120,,10.8120,,,ENCAVIS AG
329260,12,EUR,3,2022,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,0.0010,,,-43.7410,,5.0710,,,,,,,,,,135.2410,135.2410,,,,,,,,-0.0390,,,-0.6590,,-144.6730,-144.6730,,,,,62.7190,,,,,,,,363.7060,73.5170,,73.5170,72.9910,33.2340,,,,,,,,,,,,,,,,,,,,-169.8870,,,-169.8870,,,,,,,,,,,,0.5260,,,,,,9.2180,-18.5780,,,271.4770,125.0030,260.2440,,,,106.4250,,,,,,,,,,,,368.7770,,,368.7770,,,,,,,,,,,,,,,32.9080,,,,,,,,,,,,,,,,60.9910,,,,,,,85.0730,108.5330,,,18.3890,,18.3890,,,ENCAVIS AG
329260,12,EUR,4,2022,2022-12-31,,,,,,-11.9770,,,243.7620,,,,,,,,,,,42.1500,,,0.0010,,,-106.1480,,31.2850,,,,,,,,,,151.9900,152.6190,,,,,42.8170,,,-0.5610,,,-0.8190,,-9.8600,-134.9600,,,,,119.2630,,,,,,,,462.2560,83.5950,,83.5950,83.1780,4.5490,,,,0.4590,,-52.9270,,0.2750,,,,,,,,,,,,0.0010,-11.5700,,-297.6050,,,,,,,,-29.3560,,,,0.4170,,,,,,-44.7560,-73.5190,,,327.2350,189.9900,342.6090,,6.1990,,116.4710,,,,,-0.0600,,,,,,,493.5410,,,487.3420,,,-29.4850,,-1.8520,,,,,,,,-4.1950,-9.5890,32.8760,,,,-11.9770,,,,,,,,,,,,32.7510,,,,,,,90.0900,150.9320,,,29.5570,,27.0300,,,ENCAVIS AG
329260,12,EUR,1,2023,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,120.8450,,5.6710,,,,,,,,,,39.7380,39.7380,,,,,,,,-0.2500,,,0.0560,,-99.1970,110.8030,,,,,5.5170,,,,,,,,99.4710,6.5450,,6.5450,6.3410,6.9450,,,,,,,,,,,,,,,,,,,,-41.8140,,,-41.8140,,,,,,,,210.0000,,,,0.2040,,,,,,6.2530,-11.0570,,,51.8000,21.2750,61.0130,,,,10.2180,,,,,,,,,,,,105.1420,,,105.1420,,,0.7820,,,,,,,,,,,,3.6730,,,,,,,,,,,,,,,,24.0050,,,,,,,30.4100,44.1290,,,8.0480,,8.0480,,,ENCAVIS AG
329260,12,EUR,2,2023,2023-06-30,,,,,,-23.6920,,,7.4750,,,,,,,,,,,45.2300,,,-0.0010,,,98.2010,,13.6430,,,,,,,,,,79.6630,79.6630,,,,,2.3440,,,-0.5000,,,0.2670,,-1.8060,46.7390,,,,,39.8800,,,,,,,,224.7730,34.9480,,34.9480,34.5670,16.0390,,,,3.8230,,-30.2890,,0.1910,,,,,,,,,,,,-0.0010,-5.9690,,-62.2790,,,,,,,,81.1780,,,,0.3810,,,,,,8.0990,-20.8650,,,113.4750,65.7350,145.3980,,,,44.8700,,,,,-0.0280,,,,,,,238.4160,,,238.4160,,,,,0.0850,,,,,,,,,-17.4090,9.9220,,,,-23.6920,,,,,,,,,,,,44.5030,,,,,,,61.4170,93.0180,,,17.9580,,17.9580,,,ENCAVIS AG
329260,12,EUR,3,2023,2023-09-30,,,,,,0.0000,,,0.0000,,,,,,,,,,,,,,-0.0010,,,58.7410,,23.7170,,,,,,,,,,119.4670,119.4670,,,,,2.3440,,,-0.7500,,,0.1900,,-240.4440,-12.7880,,,,,5.3270,,,,,,,,344.0790,58.9090,,58.9090,58.5420,23.9830,,,,,,0.0000,,0.0000,,,,,,,,,,,,-112.3630,,,-112.3630,,,,,,,,230.0000,,,,0.3670,,,,,,14.9240,-29.2490,,,183.7030,110.9850,230.4520,,,,81.7360,,,,,0.0000,,,,,,,367.7960,,,367.7960,,,,,0.0000,,,,,,,,,0.0000,22.8270,,,,0.0000,,,,,,,,,,,,67.4060,,,,,,,87.3360,137.3440,,,26.2910,,26.2910,,,ENCAVIS AG
329260,12,EUR,4,2023,2023-12-31,,,,,,-49.1290,,,93.9640,,,,,,,,,,,89.7340,,,-0.0010,,,19.6870,,51.0150,,,,,,,,,,161.9590,164.1140,,,,,4.6880,,,-0.9270,,,0.1580,,-3.6770,-9.9630,,,,,102.4840,,,,,,,,446.2510,58.7260,,58.7260,57.9980,23.1040,,,,19.9500,3.0550,-51.0030,,1.3070,,,,,,,,,,,,-0.0010,-3.0710,,-205.3830,,,,,,,,47.0340,,,,0.7280,,,,,,-2.8790,-62.5300,,,234.8760,154.1070,318.2210,,25.1100,,91.5770,,,,,-0.0300,,,,,,,497.2660,,,472.1560,,,6.4010,,0.3450,2.3710,,,,,,,4.2690,-43.7780,32.8510,,,,-49.1290,,,,,,,,,,,,84.8830,,,,,,,91.0580,179.0450,,,36.9720,,35.2920,,,ENCAVIS AG
329260,12,EUR,1,2024,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,-40.2350,,6.5800,,,,,,,,,,40.3290,40.3290,,,,,,,,-0.2500,,,0.2160,,3.0610,3.0610,,,,,8.5360,,,,,,,,81.1970,-12.5330,,-12.5330,-12.5740,11.3360,,,,,,,,,,,,,,,,,,,,-79.8440,,,-79.8440,,,,,,,,,,,,0.0410,,,,,,9.7460,-7.8750,,,36.3320,0.7500,41.0790,,,,-7.1250,,,,,,,,,,,,87.7770,,,87.7770,,,,,,,,,,,,,,,5.4080,,,,,,,,,,,,,,,,28.7070,,,,,,,30.3220,46.6980,,,9.7960,,9.7960,,,ENCAVIS AG
329260,12,EUR,2,2024,2024-06-30,,,,,,-19.5850,,,48.1890,,,,,,,,,,,125.1360,,,0.0010,,,-10.4580,,16.0240,,,,,,,,,,80.9920,80.9920,,,,,2.3440,,,-0.5000,,,0.3610,,2.4330,77.4720,,,,,47.4910,,,,,,,,193.1580,0.0480,,0.0480,0.2850,19.0960,,,,8.6030,,-30.0520,,0.0800,,,,,,,,,,,,0.0000,,,-178.8440,,,,,,,,106.2790,,,,-0.2370,,,,,,14.1320,-18.1870,,,90.5520,33.1320,114.1240,,,,14.9450,,,,,-0.0030,,,,,,,209.1820,,,209.1820,,3.0010,,,-0.0970,1.1560,,,,,,,,-18.2970,14.8970,,,,-19.5850,,,,,,,,,,,,50.9150,,,,,,,56.2770,95.0580,,,22.7570,,22.7570,,,ENCAVIS AG
329260,12,EUR,3,2024,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,-45.1590,,21.4000,,,,,,,,,,122.3680,122.3680,,,,,,,,-0.7500,,,0.5860,,103.4440,103.4440,,,,,58.5590,,,,,,,,307.0680,-9.7010,,-9.7010,-9.5650,24.0580,,,,,,,,,,,,,,,,,,,,-320.4150,,,-320.4150,,,,,,,,,,,,-0.1360,,,,,,17.0390,-40.3990,,,171.2260,60.0800,182.4480,,,,19.6810,,,,,,,,,,,,328.4680,,,328.4680,,,,,,,,,,,,,,,29.3820,,,,,,,,,,,,,,,,80.7460,,,,,,,87.2570,146.0200,,,37.3630,,37.3630,,,ENCAVIS AG
