gvkey,fyr,curcdq,fqtr,fyearq,datadate,accliy,acqdisny,acqdisoy,adpacy,amy,aolochy,apalchy,apchy,aqcy,asdisy,asinvy,atochy,autxry,bcefy,bcty,bdiy,capcsty,capfly,capxfiy,capxy,cfbdy,cferey,cflaothy,cfoy,cfpdoy,chechy,chenfdy,cogsy,dcsfdy,dcufdy,dfxay,dispochy,dity,dlcchy,dltisy,dltry,docy,dpcy,dpy,dvpdpy,dvrecy,dvrrey,dvty,dvy,eieacy,eqdivpy,esuby,exresy,exreuy,exrey,fcay,fiaoy,fincfy,finincy,finley,finrey,finvaoy,fopoy,fsrcopoy,fsrcopty,fsrcoy,fsrcty,fuseoy,fusety,gdwlamy,gpy,ibcy,ibkiy,ibmiiy,iby,idity,iirey,iity,intandy,intanpy,intcy,intfacty,intfly,intiacty,intoacty,intpdy,intrcy,invchy,invdspy,invsvcy,iobdy,ioiy,iorey,iptiy,isgty,ivacoy,ivchy,iviy,ivncfy,ivstchy,liqresny,liqresoy,lndepy,lnincy,lnmdy,lnrepy,ltdchy,ltdlchy,ltloy,micy,miiy,miseqy,ncfliqy,neqmiy,nity,noasuby,nopioy,nopiy,oancfcy,oancfdy,oancfy,oiadpy,oibdpy,opprfty,oproy,pcly,piy,pliachy,prosaiy,prstkcy,prvy,psfixy,ptrany,purtshry,pvoy,rawmsmy,recchy,reity,revty,risy,rvy,saley,shrcapy,sivy,spiy,sppchy,sppivy,sstky,stfixay,stinvy,stkchy,subdisy,subpury,tdsgy,txdcy,txopy,txty,txy,wcapchcy,wcapchy,wcapopcy,wcapsay,wcapsuy,wcapsy,wcapty,wcapuy,xagty,xbdty,xcomiy,xcomy,xdvrey,xidocy,xinty,xioy,xiviy,xivrey,xiy,xobdy,xoiy,xoproy,xopry,xorey,xrety,xsgay,xstoy,xsty,xsy,xty,conm
103342,3,GBP,3,2019,2019-12-31,,,,,12.7000,-10.0000,,-326.0500,14.5000,,,,,,,,,,,628.9000,,,-37.5000,,,-399.5000,,2886.1500,,,541.3500,,,,,,,554.0500,554.0500,,,,539.2500,593.5500,-115.5500,,115.5500,,,,,3.4000,-584.4000,,,,,258.0500,,,,,,,,2054.2500,288.4000,,288.4000,241.9000,54.4000,,,,276.3000,,,,,-40.4000,,,115.0500,,,,,,,,-23.9500,,,-722.5500,,,,,,,,285.2500,,,,46.5000,,,,,,-273.4000,-385.7500,,,944.9500,744.0000,1298.0500,,14.0000,,358.2500,,,,,,,284.5500,,,323.4500,,4940.4000,,,4926.4000,,221.1000,-197.8000,,-28.5000,5.0500,,,,,,,,-73.5500,69.8500,,,,102.4500,,,,,,,,,,,,282.3000,,,,-414.3500,,,0.0000,3642.3500,,,756.2000,,12.4000,,,SSE PLC
103342,3,GBP,4,2019,2020-03-31,,,,,26.9000,-3.0000,,-269.2000,29.0000,,,,,,,,,,,814.1000,,,,,,-362.2000,,4254.3000,,,503.1000,,,,,,,530.0000,530.0000,,,,830.3000,649.5000,-153.9000,,153.9000,,,,,3.7000,-650.2000,,,,,668.5000,,,,,,,,2570.7000,466.1000,,466.1000,419.6000,71.7000,,,,396.8000,11.2000,,,,-59.5000,,,122.5000,,,,,,,,-186.2000,,,-1012.2000,,,,,,,,352.1000,,,,46.5000,,,,,,-291.8000,-440.6000,,,1300.2000,1028.2000,1558.2000,,24.4000,,587.6000,,,,,,,366.6000,,,155.0000,,6825.0000,,,6800.6000,,413.9000,-209.7000,,-60.5000,10.1000,,,,,,,,-95.8000,121.5000,,,,5.3000,,,,,,,,,,,,385.6000,,,,-478.6000,,,0.0000,5266.8000,,,1012.5000,,17.9000,,,SSE PLC
103342,3,GBP,1,2020,2020-06-30,,,,,,3.6500,,17.6500,,,,,,,,,,,,153.9000,,,,,,125.7000,,695.4000,,,145.0000,,,,,,,145.0000,145.0000,,,,127.1500,301.6000,-28.4000,,5.8000,,,,,-2.1000,-221.3500,,,,,-34.4500,,,,,,,,736.7500,350.0500,,350.0500,326.7500,20.7500,,,,46.4500,,,,,-34.4000,,,2.1500,,,,,,,,-38.7500,,,-22.5500,,,,,,,,-69.1500,,,,23.3000,,,,,,155.2500,87.0500,,,369.6000,302.6500,447.6500,,23.9500,,389.7000,,,,,,,375.7000,,,137.9000,,1432.1500,,,1408.2000,,216.5500,163.5000,,-179.6000,527.2000,,,,,,,,-9.9500,39.6500,,,,161.3500,,,,,,,,,,,,94.7500,,,,23.0000,,,0.0000,984.5000,,,289.1000,,2.4000,,,SSE PLC
103342,3,GBP,2,2020,2020-09-30,,,,,,7.3000,,35.3000,,,,,,,,,,,,307.8000,,,,,,251.4000,,1390.8000,,,290.0000,,,,,,,290.0000,290.0000,,,,254.3000,603.2000,-56.8000,,11.6000,,,,,-4.2000,-442.7000,,,,,-68.9000,,,,,,,,1473.5000,700.1000,,700.1000,653.5000,41.5000,,,,92.9000,6.1000,,,,-68.8000,,,4.3000,,,,,,,,-77.5000,,,-45.1000,,,,,,,,-138.3000,,,,46.6000,,,,,,310.5000,174.1000,,,739.2000,605.3000,895.3000,,47.9000,,779.4000,,,,,,,751.4000,,,275.8000,,2864.3000,,,2816.4000,,433.1000,327.0000,,-359.2000,1054.4000,,,,,,,,-19.9000,79.3000,,,,322.7000,,,,,,,,,,,,195.6000,,,,46.0000,,,0.0000,1969.0000,,,578.2000,,4.8000,,,SSE PLC
103342,3,GBP,3,2020,2020-12-31,,,,,16.4500,21.7000,,227.6500,,,,,,,,,,,,646.4000,,,0.2500,,,843.7500,,2484.3500,,,406.6500,,,,,,,423.1000,423.1000,,,,676.6500,723.6000,-94.4000,,49.2000,,,,,118.4000,-634.0000,,,,,-34.6500,,,,,,,,2495.3500,1471.0500,,1471.0500,1424.4500,57.5000,,,,142.6000,,,,,-83.2000,,,-33.7000,,,,,,,,-186.9000,,,199.3000,,,,,,,,-329.5500,,,,46.6000,,,,,,700.1500,526.0500,,,1278.2000,1096.8000,1519.9000,,158.3000,,1622.8500,,,,,,,757.1500,,,215.5500,,4979.7000,,,4821.4000,,1175.2000,286.3000,,-793.5500,1057.9000,,,,,,,,-41.3500,151.8000,,,,431.2000,,,,,,,,,,,,280.8000,,,,63.4000,,,0.0000,3459.8000,,,975.4500,,7.3000,,,SSE PLC
103342,3,GBP,4,2020,2021-03-31,,,,,32.9000,36.1000,,420.0000,,,,,,,,,,,,985.0000,,,,,,1435.6000,,3577.9000,,,523.3000,,,,,,,556.2000,556.2000,,,,844.8000,844.0000,-132.0000,,43.4000,,,,,241.0000,-825.3000,,,,,47.9000,,,,,,,,3517.2000,2193.7000,,2193.7000,2147.1000,78.4000,,,,192.3000,14.2000,,,,-97.6000,,,-71.7000,,,,,,,,-296.3000,,,443.7000,,,,,,,,-520.8000,,,,46.6000,,,,,,898.8000,648.5000,,,1817.2000,1769.5000,2325.7000,,268.7000,,2418.0000,,,,,,,762.9000,,,155.3000,,7095.1000,,,6826.4000,,1917.3000,64.4000,,-1227.9000,1061.4000,,,,,,,,-62.8000,224.3000,,,,539.7000,,,,,,,,,,,,386.3000,,,,129.1000,,,0.0000,4769.4000,,,1191.5000,,9.8000,,,SSE PLC
103342,3,GBP,1,2021,2021-06-30,,,,,,3.5000,,21.4500,,,,,,,,,,,,260.0000,,,,,,-683.7500,,409.4500,,,183.5000,,,,,,,183.5000,183.5000,,,,135.9000,156.8500,54.8500,,-14.3000,,,,,0.5000,-564.2000,,,,,-379.9500,,,,,,,,1366.9500,571.9000,,571.9000,546.5500,18.4500,,,,37.1500,,,,,-29.2000,,,6.3500,,,,,,,,-169.0000,,,-463.6500,,,,,,,,-195.2000,,,,25.3500,,,,,,43.5500,-46.3500,,,344.1000,889.4000,1072.9000,,4.6500,,843.0500,,,,,-2.5000,,213.7500,,,-79.5500,,1776.4000,,,1771.7500,,,78.9500,,10.7500,1.1000,,,,,,,,-19.5000,271.1500,,,,-48.2500,,,,,,,,,,,,94.0500,,,,-46.9000,,,0.0000,703.5000,,,294.0500,,2.4000,,,SSE PLC
103342,3,GBP,2,2021,2021-09-30,,,,,,7.0000,,42.9000,,,,,,,,,,,,520.0000,,,,,,-1367.5000,,818.9000,,,367.0000,,,,,,,367.0000,367.0000,,,,271.8000,313.7000,109.7000,,-28.6000,,,,,1.0000,-1128.4000,,,,,-759.9000,,,,,,,,2733.9000,1143.8000,,1143.8000,1093.1000,36.9000,,,,74.3000,11.6000,,,,-58.4000,,,12.7000,,,,,,,,-338.0000,,,-927.3000,,,,,,,,-390.4000,,,,50.7000,,,,,,87.1000,-92.7000,,,688.2000,1778.8000,2145.8000,,9.3000,,1686.1000,,,,,-5.0000,,427.5000,,,-159.1000,,3552.8000,,,3543.5000,,,157.9000,,21.5000,2.2000,,,,,,,,-39.0000,542.3000,,,,-96.5000,,,,,,,,,,,,199.7000,,,,-93.8000,,,0.0000,1407.0000,,,588.1000,,4.8000,,,SSE PLC
103342,3,GBP,3,2021,2021-12-31,,,,,22.7000,34.1500,,293.5500,72.6500,,,,,,,,,,,896.8000,,,,,,-959.2000,,2267.9500,,,456.1500,,,,,,,478.8500,478.8500,,,,593.1000,435.5000,40.5000,,40.6000,,,,,6.1000,-1281.1500,,,,,-1057.6000,,,,,,,,3892.7500,1869.4000,,1869.4000,1818.7000,55.7500,,,,128.2500,,,,,-77.4500,,,-5.8500,,,,,,,,-495.4000,,,-836.1000,,,,,,,,-422.2000,,,,50.7000,,,,,,194.9500,16.3500,,,1158.0500,2564.8500,3043.7000,,40.3500,,2581.2000,,,,,-2.5000,,433.8000,,,-392.3500,,6160.7000,,,6120.3500,,754.5000,229.3000,,40.1000,4.2500,,,,,,,,-65.2500,711.8000,,,,-70.5000,,,,,,,,,,,,274.9500,,,,194.4500,,,0.0000,3117.0000,,,849.0500,,1.3500,,,SSE PLC
103342,3,GBP,4,2021,2022-03-31,,,,,45.4000,61.3000,,538.3000,145.3000,,,,,,,,,,,1273.6000,,,,,,-550.9000,,3501.5000,,,666.1000,,,,,,,711.5000,711.5000,,,,917.8000,557.3000,-28.7000,,109.8000,,,,,11.2000,-1433.9000,,,,,-1474.6000,,,,,,,,5178.1000,2599.4000,,2599.4000,2548.7000,83.0000,,,,182.2000,30.7000,,,,-96.5000,,,-24.4000,,,,,,,,-652.8000,,,-744.9000,,,,,,,,-454.0000,,,,50.7000,,,,,,320.6000,151.6000,,,1627.9000,3330.6000,4042.1000,,71.4000,,3482.2000,,,,,,,440.1000,,,-625.6000,,8679.6000,,,8608.2000,,1509.0000,325.8000,,58.7000,6.3000,,,,,,,,-91.5000,882.8000,,,,-50.4000,,,,,,,,,,,,392.5000,,,,482.7000,,,0.0000,4637.5000,,,1136.0000,,13.2000,,,SSE PLC
103342,3,GBP,1,2022,2022-06-30,,,,,,-20.5500,,128.9000,320.0000,,,30.0000,,,,,,,,310.1000,,,,,,-380.0000,,2895.9500,,,167.1000,,,,,,,167.1000,167.1000,,,,156.6000,179.4500,-107.4500,,107.4500,,,,,1.7500,239.5500,,,,,718.3000,,,,,,,,-35.1000,-194.3000,,-194.3000,-213.7000,25.1000,,,,59.8500,,,,,20.5000,,,-18.2500,,,,,,,,-210.6000,-4.6500,,-875.2000,,,,,,,,12.1500,,,,19.4000,,,,,,206.5500,250.2000,,,255.6500,-505.7000,-338.6000,,46.1500,,-255.5000,,,,,,,10.8500,,,-356.6000,,2860.8500,,,2814.7000,,,109.4500,,-44.5500,415.9500,,,,,,,,-37.4500,-61.2000,,,,-266.5000,,,,,,,,,,,,88.9000,,,,17.5000,,,0.0000,3199.4500,,,303.5000,,0.6000,,,SSE PLC
103342,3,GBP,2,2022,2022-09-30,,,,,,-41.1000,,257.8000,640.0000,,,60.0000,,,,,,,,620.2000,,,,,,-760.0000,,5791.9000,,,334.2000,,,,,,,334.2000,334.2000,,,,313.2000,358.9000,-214.9000,,214.9000,,,,,3.5000,479.1000,,,,,1436.6000,,,,,,,,-70.2000,-388.6000,,-388.6000,-427.4000,50.2000,,,,119.7000,19.9000,,,,41.0000,,,-36.5000,,,,,,,,-421.2000,-9.3000,,-1750.4000,,,,,,,,24.3000,,,,38.8000,,,,,,413.1000,500.4000,,,511.3000,-1011.4000,-677.2000,,92.3000,,-511.0000,,,,,,,21.7000,,,-713.2000,,5721.7000,,,5629.4000,,,218.9000,,-89.1000,831.9000,,,,,,,,-74.9000,-122.4000,,,,-533.0000,,,,,,,,,,,,197.7000,,,,35.0000,,,0.0000,6398.9000,,,607.0000,,1.2000,,,SSE PLC
103342,3,GBP,3,2022,2022-12-31,,,,,27.3000,-28.2000,,212.2500,641.3500,,,30.0000,,,,,,,,1049.9500,,,,,,-458.7500,,8891.0000,,,469.9500,,,,,,,497.2500,497.2500,,,,840.1000,436.0000,-438.6000,,438.6000,,,,,719.4500,896.0000,,,,,1964.3000,,,,,,,,767.2500,-242.1000,,-242.1000,-292.7000,84.7500,,,,228.0500,,,,,68.8000,,,-86.9000,,,,,,,,-483.8500,,,-2357.4000,,,,,,,,-151.7500,,,,50.6000,,,,,,121.3500,357.4500,,,1002.6500,-715.7500,-218.5000,,598.2000,,-358.3000,,,,,,,76.3500,,,-854.6000,,9658.2500,,,9060.0500,,15.8000,-6.3000,,75.5500,840.6500,,,,,,,,-165.1000,-116.2000,,,,-757.4500,,,,,,,,,,,,287.2500,,,,35.0000,,,0.0000,9876.7500,,,985.7500,,,,,SSE PLC
103342,3,GBP,4,2022,2023-03-31,,,,,54.6000,-15.3000,,166.7000,642.7000,,,,,,,,,,,1479.7000,,,,,,-157.5000,,11990.1000,,,605.7000,,,,,,,660.3000,660.3000,,,,1051.3000,513.1000,-662.3000,,662.3000,,,,,1435.4000,1312.9000,,,,,2492.0000,,,,,,,,1515.6000,-95.6000,,-95.6000,-158.0000,119.1000,,,,336.4000,44.0000,,,,96.6000,,,-137.3000,,,,,,,,-546.5000,,,-2964.4000,,,,,,,,-327.8000,,,,62.4000,,,,,,-30.2000,354.5000,,,1494.0000,-560.1000,100.2000,,1015.0000,,-205.6000,,,,,,,131.0000,,,-996.0000,,13505.7000,,,12490.7000,,40.9000,-141.1000,,240.2000,849.4000,,,,,,,,-255.3000,-110.0000,,,,-981.9000,,,,,,,,,,,,440.7000,,,,35.0000,,,0.0000,13405.5000,,,1415.4000,,2.5000,,,SSE PLC
103342,3,GBP,1,2023,2023-06-30,,,,,,-8.4000,,18.3000,,,,,,,,,,,,424.0000,,,,,,5.3000,,1477.3000,,,140.2000,,,,,,,140.2000,140.2000,,,,109.1500,390.7000,7.4500,,-7.4500,,,,,0.9500,-417.1000,,,,,92.9500,,,,,,,,926.1000,229.7000,,229.7000,204.1000,45.5000,,,,114.3000,,,,,28.8000,,,70.6000,,,,,,,,-53.8000,,,-592.1000,,,,,,,,-17.7000,,,,25.6000,,,,,,-68.7000,-117.5500,,,1014.5000,425.2000,565.4000,,8.1500,,307.6500,,,,,,,9.8500,,,466.4500,,2403.4000,,,2395.2500,,,-56.7500,,31.6000,0.2000,,,,,,,,-63.1500,77.9500,,,,546.9500,,,,,,,,,,,,86.9000,,,,,,,0.0000,1838.0000,,,360.7000,,,,,SSE PLC
103342,3,GBP,2,2023,2023-09-30,,,,,,-16.8000,,36.6000,,,,,,,,,,,,848.0000,,,,,,10.6000,,3018.3000,,,280.4000,,,,,,,280.4000,280.4000,,,,,781.4000,-6.8000,,6.8000,,,,,1.9000,-834.2000,,,,,233.7000,,,,,,,,1772.2000,433.3000,,433.3000,309.0000,91.0000,,,,228.6000,30.0000,,,,57.6000,,,141.2000,,,,,,,,-107.6000,,,-1184.2000,,,,,,,,-35.4000,,,,124.3000,,,,,,-48.3000,-124.3000,,,2029.0000,697.6000,978.0000,,,,573.3000,,,,,,,19.7000,,,932.9000,,4790.5000,,,4790.5000,,,-24.6000,,63.2000,0.4000,,,,,,,,-126.3000,140.0000,,,,1093.9000,,,,,,,,,,,,203.8000,,,,,,,72.8000,3812.5000,,,721.4000,,,,,SSE PLC
103342,3,GBP,3,2023,2023-12-31,,,,,31.6500,-25.3500,,139.8000,21.4500,,,,,,,,,,,1409.1500,,,,,,77.3500,,4216.7000,,,454.5000,,,,,,,486.1500,486.1500,,,,328.4000,886.1500,-60.4500,,60.4500,,,,,4.1500,-845.9000,,,,,340.5000,,,,,,,,3429.1000,1158.8500,,1158.8500,1009.7500,131.8000,,,,385.4000,,,,,107.1500,,,90.4000,,,,,,,,-212.9000,,,-2021.2500,,,,,,,,52.0500,,,,149.1000,,,,,,-218.5000,-272.3000,,,2944.5000,1806.5000,2292.6500,,21.9500,,1534.2000,,,,,,,20.7500,,,848.0000,,7645.8000,,,7623.8500,,7.6500,-145.3000,,95.5000,4.8000,,,,,,,,-236.0500,375.3500,,,,1052.8500,,,,,,,,,,,,246.0500,,,,,,,0.0000,5353.1500,,,1136.4500,,,,,SSE PLC
103342,3,GBP,4,2023,2024-03-31,,,,,63.3000,-33.9000,,243.0000,42.9000,,,,,,,,,,,1970.3000,,,,,,144.1000,,5415.1000,,,628.6000,,,,,,,691.9000,691.9000,,,,656.8000,990.9000,-114.1000,,114.1000,,,,,6.4000,-857.6000,,,,,447.3000,,,,,,,,5158.8000,1884.4000,,1884.4000,1710.5000,172.6000,,,,542.2000,84.4000,,,,156.7000,,,39.6000,,,,,,,,-318.2000,,,-2858.3000,,,,,,,,139.5000,,,,173.9000,,,,,,-388.7000,-420.3000,,,3860.0000,2915.4000,3607.3000,,116.7000,,2495.1000,,,,,,,21.8000,,,763.1000,,10573.9000,,,10457.2000,,15.3000,-266.0000,,127.8000,9.2000,,,,,,,,-345.8000,610.7000,,,,1011.8000,,,,,,,,,,,,402.7000,,,,,,,0.0000,6966.6000,,,1551.5000,,,,,SSE PLC
103342,3,GBP,1,2024,2024-06-30,,,,,,-4.7500,,-95.8500,,,,,,,,,,,,568.5500,,,,,,-72.5500,,1145.5000,,,184.3500,,,,,,,184.3500,184.3500,,,,,142.7500,12.5000,,-12.5000,,,,,0.1500,135.6000,,,,,82.0500,,,,,,,,1088.0000,316.3000,,316.3000,297.9000,43.8000,,,,100.0500,,,,,27.6500,,,5.6500,,,,,,,,-85.3000,,,-745.6500,,,,,,,,278.9500,,,,18.4000,,,,,,-23.8500,-67.6000,,,537.5000,490.5500,674.9000,,3.8500,,422.9500,,,,,,,1.1000,,,81.1000,,2233.5000,,,2229.6500,,8.2500,-10.8000,,,0.3500,,,,,,,,-71.5000,106.6500,,,,-13.8500,,,,,,,,,,,,75.0500,,,,,,,0.0000,1558.6000,,,413.1000,,2.3000,,,SSE PLC
103342,3,GBP,2,2024,2024-09-30,,,,,,-9.5000,,-191.7000,,,,,,,,,,,,1137.1000,,,,,,-145.1000,,2291.0000,,,368.7000,,,,,,,368.7000,368.7000,,,,,285.5000,25.0000,,-25.0000,,,,,0.3000,271.2000,,,,,164.1000,,,,,,,,2176.0000,632.6000,,632.6000,595.8000,87.6000,,,,200.1000,48.7000,,,,55.3000,,,11.3000,,,,,,,,-170.6000,,,-1491.3000,,,,,,,,557.9000,,,,36.8000,,,,,,-47.7000,-135.2000,,,1075.0000,981.1000,1349.8000,,7.7000,,845.9000,,,,,,,2.2000,,,162.2000,,4467.0000,,,4459.3000,,16.5000,-21.6000,,,0.7000,,,,,,,,-143.0000,213.3000,,,,-27.7000,,,,,,,,,,,,198.8000,,,,,,,0.0000,3117.2000,,,826.2000,,4.6000,,,SSE PLC
225094,12,EUR,4,2019,2019-12-31,,,,,60.0000,-65.0000,,702.0000,3.0000,,,,,,,,,,,451.0000,,,,,,-30.0000,,9992.0000,,,334.0000,,,,,,,546.0000,394.0000,,,,207.0000,197.0000,-3.0000,,3.0000,,,5.0000,,,-367.0000,,,,,287.0000,,,,,,,,2155.0000,700.0000,,700.0000,704.0000,39.0000,,,,325.0000,,,,,-20.0000,,,-1201.0000,,,,,,,,,,,-491.0000,,,,,,,,31.0000,,,,-4.0000,,,,,,-90.0000,-95.0000,,,823.0000,1004.0000,1398.0000,,,,909.0000,,,,,-4.0000,,201.0000,,,127.0000,,12147.0000,,,12147.0000,,284.0000,,,1.0000,,,,,,,,,-251.0000,209.0000,,,,-437.0000,,,,,,,,,,,,47.0000,,,,,,,268.0000,10749.0000,,,489.0000,,1599.0000,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2020,2020-03-31,,,,,,,,,,,,,,,,,,,,90.0000,,,,,,-923.0000,,1925.0000,,,151.0000,,,,,,,151.0000,151.0000,,,,,,,,7.0000,,,,,,42.0000,,,,,-37.0000,,,,,,,,310.0000,-80.0000,,-80.0000,-75.0000,,,,,70.0000,,,,,-12.0000,,,,,,,,,,,,,,-159.0000,,,,,,,,42.0000,,,,-5.0000,,,,,,-58.0000,-53.0000,,,-760.0000,-54.0000,97.0000,,,,-107.0000,,,,,,,,,,,,2235.0000,,,2235.0000,,1.0000,-58.0000,,,,,,,,,,,-107.0000,-27.0000,,,,,,,,,,,,,,,,2.0000,,,,,,,72.0000,2138.0000,,,141.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,2,2020,2020-06-30,,,,,,-920.0000,,,,,,,,,,,,,,171.0000,,,,,,-1021.0000,,4909.0000,,,305.0000,,,,,,,305.0000,305.0000,,,,,208.0000,,,1.0000,,,-50.0000,,,-148.0000,,,,,148.0000,,,,,,,,867.0000,-85.0000,,-85.0000,-82.0000,,,,,146.0000,,,,,-13.0000,,,,,,,,,,,,,,-114.0000,,,,,,,,60.0000,,,,-3.0000,,,,,,-233.0000,-269.0000,,,-709.0000,155.0000,460.0000,,,,-114.0000,,,,,,,,,,,,5776.0000,,,5776.0000,,203.0000,-233.0000,,,,,,,,,,,-144.0000,-29.0000,,,,-920.0000,,,,,,,,,,,,37.0000,,,,,,,136.0000,5316.0000,,,271.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,3,2020,2020-09-30,,,,,,-843.0000,,,,,,,,,,,,,,255.0000,,,,,,-536.0000,,8904.0000,,,468.0000,,,,,,,468.0000,468.0000,,,,,208.0000,,,2.0000,,,-73.0000,,,-186.0000,,,,,341.0000,,,,,,,,1642.0000,205.0000,,205.0000,202.0000,,,,,203.0000,,,,,-15.0000,,,,,,,,,,,,,,-256.0000,,,,,,,,22.0000,,,,3.0000,,,,,,-227.0000,-290.0000,,,-21.0000,567.0000,1035.0000,,,,277.0000,,,,,,,,,,,,10546.0000,,,10546.0000,,202.0000,-227.0000,,,,,,,,,,,-177.0000,72.0000,,,,-843.0000,,,,,,,,,,,,65.0000,,,,,,,203.0000,9511.0000,,,404.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,4,2020,2020-12-31,,,,,78.0000,-144.0000,,199.0000,-218.0000,,,,,,,,,,,379.0000,,,,,,175.0000,,12808.0000,,,384.0000,,,,,,,630.0000,462.0000,,,,228.0000,209.0000,52.0000,,331.0000,,,-67.0000,,,-234.0000,,,,,495.0000,,,,,,,,2011.0000,771.0000,,771.0000,765.0000,16.0000,,,,309.0000,,,,,-24.0000,,,200.0000,,,,,,,,,,,-267.0000,,,,,,,,-25.0000,,,,6.0000,,,,,,-134.0000,173.0000,,,743.0000,761.0000,1223.0000,,,,934.0000,,,,,-1.0000,,,,,-843.0000,,14819.0000,,,14819.0000,,202.0000,-63.0000,,-374.0000,,,,,,,,,-219.0000,163.0000,,,,-588.0000,,,,,,,,,,,,40.0000,,,,,,,265.0000,13596.0000,,,523.0000,,1502.0000,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2021,2021-03-31,,,,,,-753.0000,,,,,,,,,,,,,,79.0000,,,,,,-1386.0000,,1566.0000,,,207.0000,,,,,,,207.0000,207.0000,,,,,,,,12.0000,,,13.0000,,,-309.0000,,,,,-63.0000,,,,,,,,396.0000,-57.0000,,-57.0000,-61.0000,,,,,87.0000,,,,,-17.0000,,,,,,,,,,,,-178.0000,,-344.0000,,,,,,,,-309.0000,,,,4.0000,,,,,,,-6.0000,,,-746.0000,-71.0000,136.0000,,,,-77.0000,,,,,,,,,,,,1962.0000,,,1962.0000,,,,,,,,,,,,,,-63.0000,-20.0000,,,,-753.0000,,,,,,,,,,,,18.0000,,,,,,,87.0000,1826.0000,,,173.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,2,2021,2021-06-30,,,,,,-508.0000,,,,,,,,,,,,,,194.0000,,,,,,-1467.0000,,4506.0000,,,427.0000,,,,,,,427.0000,427.0000,,,,,228.0000,,,45.0000,,,21.0000,,,-564.0000,,,,,-234.0000,,,,,,,,992.0000,33.0000,,33.0000,28.0000,,,,,183.0000,,,,,-23.0000,,,,,,,,,,,,-161.0000,,-538.0000,,,,,,,,-324.0000,,,,5.0000,,,,,,,15.0000,,,-386.0000,30.0000,457.0000,,,,45.0000,,,,,,,12.0000,,,,,5498.0000,,,5498.0000,,,,,,,,,,,,,,-81.0000,12.0000,,,,-508.0000,,,,,,,,,,,,30.0000,,,,,,,181.0000,5041.0000,,,354.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,3,2021,2021-09-30,,,,,,-516.0000,,,,,,,,,,,,,,324.0000,,,,,,-1185.0000,,9202.0000,,,669.0000,,,,,,,669.0000,669.0000,,,,,228.0000,,,49.0000,,,21.0000,,-22.0000,-667.0000,,,,,-23.0000,,,,,,,,1834.0000,156.0000,,156.0000,150.0000,,,,,278.0000,,,,,-32.0000,,,,,,,,,,,,-75.0000,,-676.0000,,,,,,,,-405.0000,,,,6.0000,,,,,,-119.0000,-140.0000,,,137.0000,355.0000,1024.0000,,,,215.0000,,,,,-1.0000,,12.0000,,,,,11036.0000,,,11036.0000,,,-119.0000,,,,,,,,,,,-117.0000,59.0000,,,,-516.0000,,,,,,,,,,,,70.0000,,,,,,,262.0000,10012.0000,,,548.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,4,2021,2021-12-31,,,,,153.0000,-86.0000,,678.0000,,,,,,,,,,,,476.0000,,,,,,-643.0000,,13341.0000,,,533.0000,,,,,,,921.0000,686.0000,,,,50.0000,228.0000,-36.0000,,36.0000,,,15.0000,,-22.0000,-715.0000,,,,,114.0000,,,,,,,,2246.0000,176.0000,,176.0000,167.0000,19.0000,,,,400.0000,,,,60.0000,-20.0000,,,-705.0000,,,,,,,,0.0000,-126.0000,,-939.0000,,,,,,,,-453.0000,,,,9.0000,,,,,,-207.0000,-204.0000,,,996.0000,461.0000,1147.0000,,,,257.0000,,,,,-3.0000,,12.0000,,,122.0000,,15587.0000,,,15587.0000,,,-139.0000,,6.0000,,,,,,,,,-174.0000,81.0000,,,,9.0000,,,,,,,,,,,,52.0000,,,,,,,364.0000,14440.0000,,,735.0000,,1680.0000,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2022,2022-03-31,,,,,,-609.0000,,,,,,,,,,,,,,107.0000,,,,,,-619.0000,,2154.0000,,,309.0000,,,,,,,309.0000,309.0000,,,,,,,,-1.0000,,,10.0000,,,494.0000,,,,,205.0000,,,,,,,,331.0000,-765.0000,,-765.0000,-765.0000,,,,,88.0000,,,,,,,,,,,,,,,,,-2.0000,,-195.0000,,,,,,,,494.0000,,,,,,,,,,-559.0000,-560.0000,,,-928.0000,-329.0000,-20.0000,,,,-889.0000,,,,,-2.0000,,,,,,,2485.0000,,,2485.0000,,,-565.0000,,,,,,,,,,,-68.0000,-124.0000,,,,-609.0000,,,,,,,,,,,,,,,,,,,149.0000,2505.0000,,,202.0000,,,,,VESTAS WIND SYSTEMS A/S
