gvkey,fyr,curcdq,fqtr,fyearq,datadate,accdq,accoq,acoq,acoxq,actq,adpacq,amq,ancq,aoq,aotq,apoq,apq,artfsq,atq,autxrq,bcefq,bctq,bdiq,capcstq,capr1q,capr2q,capr3q,capsq,caq,ceqq,cfbdq,cfereq,cfoq,cfpdoq,cheq,chq,chsq,cltq,cogsq,cstkq,dfpacq,dfxaq,ditq,dlcq,dlttq,dpactq,dpq,dptbq,dptcq,dvpdpq,dvrreq,dvtq,eqrtq,eroq,esubq,fcaq,feaq,felq,gdwlamq,gdwlq,gpq,iatiq,ibkiq,ibmiiq,ibq,iditq,iireq,iitq,intanq,intcq,invtq,iobdq,ioiq,ioreq,ipq,iptiq,isgtq,istq,ivaeqq,ivaoq,iviq,ivptq,ivstq,ivtfsq,lcabgq,lcacuq,lcoq,lcoxq,lctq,lltq,loq,lseq,lsq,ltmibq,ltq,mibnq,mibq,mibtq,miiq,mtlq,nitq,nopioq,nopiq,oiadpq,oibdpq,oproq,pclq,piq,ppentq,prcq,pstkq,ptranq,pvoq,pvtq,ratiq,rawmsmq,reccoq,rectoq,rectq,rectrq,reitq,req,revtq,risq,rltq,rvlrvq,rvtiq,rvutxq,saaq,saleq,salq,sbdcq,scoq,scq,sctq,seqq,spiq,ssnpq,stkchq,tdsgq,tdstq,teqq,transaq,tstkq,txdbq,txtq,unnpq,xagtq,xbdtq,xcomiq,xcomq,xdvreq,xintq,xioq,xiq,xiviq,xivreq,xobdq,xoiq,xoproq,xoprq,xoreq,xppq,xretq,xsgaq,xsq,xstoq,xstq,xtq,conm
225094,12,EUR,2,2021,2021-06-30,7511.0000,,803.0000,803.0000,12959.0000,,,6598.0000,4556.0000,,,3860.0000,,19557.0000,,,,,,,,,,,4481.0000,,,,,1596.0000,,,,2940.0000,27.0000,,220.0000,,742.0000,737.0000,,220.0000,,,,,,4454.0000,-100.0000,33.0000,,,,,1276.0000,596.0000,,,90.0000,89.0000,,,,2888.0000,,7002.0000,,,,,,,,589.0000,292.0000,,,,,,,8403.0000,892.0000,13005.0000,2030.0000,1109.0000,19557.0000,,15035.0000,15035.0000,41.0000,,41.0000,1.0000,,,,21.0000,101.0000,321.0000,,,122.0000,2042.0000,,,,,,,,1144.0000,1144.0000,3558.0000,2414.0000,,4554.0000,3536.0000,,,,,,,3536.0000,,,,,27.0000,4481.0000,,,,,,4522.0000,,,184.0000,32.0000,,,,,,,12.0000,,,,,,,94.0000,3215.0000,,,,181.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,3,2021,2021-09-30,6969.0000,,657.0000,657.0000,12523.0000,,,6456.0000,4433.0000,,,3822.0000,,18979.0000,,,,,,,,,,,4731.0000,,,,,1994.0000,,,,4696.0000,27.0000,,242.0000,,696.0000,706.0000,,242.0000,,,,,,4704.0000,23.0000,4.0000,,,,,1274.0000,842.0000,,,123.0000,122.0000,,,,2869.0000,,5903.0000,,,,,,,,619.0000,174.0000,,,,,,,7802.0000,833.0000,12320.0000,1917.0000,1048.0000,18979.0000,,14237.0000,14237.0000,11.0000,,11.0000,1.0000,,,-119.0000,-155.0000,325.0000,567.0000,,,170.0000,2023.0000,,,,,,,,1089.0000,1089.0000,3969.0000,2880.0000,,4681.0000,5538.0000,,,,,,,5538.0000,,,,,27.0000,4731.0000,-119.0000,,,,,4742.0000,,,163.0000,47.0000,,,,,,,40.0000,,,,,,,81.0000,4971.0000,,,,194.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,4,2021,2021-12-31,6722.0000,,690.0000,690.0000,12864.0000,,81.0000,6848.0000,4757.0000,,,4286.0000,,19712.0000,,,,,,,,,,,4748.0000,,,,,2536.0000,,,,4139.0000,27.0000,,-64.0000,,704.0000,732.0000,2870.0000,17.0000,,,,,50.0000,4721.0000,22.0000,-13.0000,,,,,1508.0000,412.0000,,,20.0000,17.0000,37.0000,,,3130.0000,,5673.0000,,,,,,,,609.0000,181.0000,,,,,,,7710.0000,988.0000,12700.0000,2251.0000,1157.0000,19712.0000,,14951.0000,14951.0000,13.0000,,13.0000,3.0000,,,-88.0000,-64.0000,106.0000,123.0000,,,42.0000,2091.0000,,,,,,,,1207.0000,1207.0000,3965.0000,2758.0000,,4699.0000,4551.0000,,,,,,,4551.0000,,,,,27.0000,4748.0000,-20.0000,,,,,4761.0000,,,362.0000,22.0000,,,,,,,,,,,,,,102.0000,4428.0000,,,,187.0000,,,1680.0000,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2022,2022-03-31,7350.0000,,701.0000,701.0000,13267.0000,,,6811.0000,4845.0000,,,4148.0000,,20078.0000,,,,,,,,,,,3884.0000,,,,,1917.0000,,,,2154.0000,27.0000,,309.0000,,243.0000,1714.0000,,309.0000,,,,,,3857.0000,2.0000,-1.0000,,,,,1510.0000,331.0000,,,-765.0000,-765.0000,,,,2989.0000,,6667.0000,,,,,,,,615.0000,179.0000,,,,,,,8591.0000,1241.0000,12982.0000,3197.0000,1107.0000,20078.0000,,16179.0000,16179.0000,15.0000,,15.0000,,,,-559.0000,-560.0000,-329.0000,-20.0000,,,-889.0000,1966.0000,,,,,,,,1401.0000,1401.0000,3982.0000,2581.0000,,3855.0000,2485.0000,,,,,,,2485.0000,,,,,27.0000,3884.0000,-565.0000,,,,,3899.0000,,,376.0000,-124.0000,,,,,,,,,,,,,,149.0000,2505.0000,,,,202.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,2,2022,2022-06-30,7907.0000,,993.0000,993.0000,13648.0000,,,6810.0000,4845.0000,,,4211.0000,,20458.0000,,,,,,,,,,,3645.0000,,,,,1466.0000,,,,2985.0000,27.0000,,223.0000,,238.0000,1739.0000,,223.0000,,,,,,3618.0000,-67.0000,14.0000,,,,,1518.0000,320.0000,,,-119.0000,-119.0000,,,,3021.0000,,7132.0000,,,,,,,,652.0000,178.0000,,,,,,,9063.0000,1156.0000,13512.0000,3288.0000,1232.0000,20458.0000,,16800.0000,16800.0000,13.0000,,13.0000,,,,35.0000,43.0000,-182.0000,41.0000,,,-139.0000,1965.0000,,,,,,,,1438.0000,1438.0000,4057.0000,2619.0000,,3685.0000,3305.0000,,,,,,,3305.0000,,,,,27.0000,3645.0000,35.0000,,,,,3658.0000,,,317.0000,-20.0000,,,,,,,6.0000,,,,,,,83.0000,3264.0000,,,,196.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,3,2022,2022-09-30,7155.0000,,1258.0000,1258.0000,13594.0000,,,6853.0000,4963.0000,,,3927.0000,,20447.0000,,,,,,,,,,,3713.0000,,,,,1139.0000,,,,3524.0000,27.0000,,228.0000,,225.0000,2203.0000,,228.0000,,,,,,3686.0000,150.0000,8.0000,,,,,1525.0000,389.0000,,,-147.0000,-147.0000,,,,3049.0000,,7064.0000,,,,,,,,663.0000,179.0000,,,,,,,8910.0000,1755.0000,13062.0000,3658.0000,1164.0000,20447.0000,,16720.0000,16720.0000,14.0000,,14.0000,,,,13.0000,-44.0000,-127.0000,101.0000,,,-171.0000,1890.0000,,,,,,,,1426.0000,1426.0000,4133.0000,2707.0000,,3536.0000,3913.0000,,,,,,,3913.0000,,,,,27.0000,3713.0000,13.0000,,,,,3727.0000,,,291.0000,-24.0000,,,,,,,65.0000,,,,,,,85.0000,3812.0000,,,,203.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,4,2022,2022-12-31,7662.0000,,926.0000,926.0000,13628.0000,,55.0000,6462.0000,4710.0000,,,4089.0000,,20090.0000,,,,,,,,,,,3044.0000,,,,,2378.0000,,,,5018.0000,27.0000,,-202.0000,,248.0000,2179.0000,3209.0000,-147.0000,,,,,,3017.0000,15.0000,-11.0000,,,,,1514.0000,-235.0000,,,-541.0000,-541.0000,39.0000,,,3065.0000,,6373.0000,,,,,,,,646.0000,183.0000,,,,,,,9176.0000,1514.0000,13513.0000,3517.0000,1180.0000,20090.0000,,17030.0000,17030.0000,16.0000,,16.0000,,,,-201.0000,-173.0000,-324.0000,-471.0000,,,-497.0000,1752.0000,,,,,,,,1272.0000,1272.0000,3951.0000,2679.0000,,3002.0000,4783.0000,,,,,,,4783.0000,,,,,27.0000,3044.0000,-117.0000,,,,,3060.0000,,,158.0000,44.0000,,,,,,,,,,,,,,46.0000,5254.0000,,,,190.0000,,,1880.0000,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2023,2023-03-31,7813.0000,,819.0000,819.0000,13461.0000,,,6453.0000,4677.0000,,,3503.0000,,19914.0000,,,,,,,,,,,3008.0000,,,,,1707.0000,,,,2445.0000,27.0000,,196.0000,,222.0000,2701.0000,,196.0000,,,,,,2981.0000,-39.0000,8.0000,,,,,1509.0000,384.0000,,,16.0000,15.0000,,,,3066.0000,,6910.0000,,,,,,,,639.0000,188.0000,,,,,,,9028.0000,1215.0000,12753.0000,4137.0000,1286.0000,19914.0000,,16890.0000,16890.0000,16.0000,,16.0000,1.0000,,,173.0000,147.0000,-116.0000,80.0000,,,31.0000,1776.0000,,,,,,,,1338.0000,1338.0000,4025.0000,2687.0000,,3020.0000,2829.0000,,,,,,,2829.0000,,,,,27.0000,3008.0000,173.0000,,,,,3024.0000,,,150.0000,15.0000,,,,,,,34.0000,,,,,,,92.0000,2749.0000,,,,212.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,2,2023,2023-06-30,8167.0000,,921.0000,921.0000,13677.0000,,,6656.0000,4879.0000,,,3498.0000,,20333.0000,,,,,,,,,,,2833.0000,,,,,1504.0000,,,,3006.0000,27.0000,,202.0000,,191.0000,2692.0000,,202.0000,,,,,,2806.0000,-96.0000,12.0000,,,,,1509.0000,423.0000,,,-115.0000,-115.0000,,,,3093.0000,,7110.0000,,,,,,,,618.0000,191.0000,,,,,,,9580.0000,1413.0000,13269.0000,4215.0000,1350.0000,20333.0000,,17484.0000,17484.0000,16.0000,,16.0000,,,,2.0000,-44.0000,-86.0000,116.0000,,,-130.0000,1777.0000,,,,,,,,1390.0000,1390.0000,4142.0000,2752.0000,,2902.0000,3429.0000,,,,,,,3429.0000,,,,,27.0000,2833.0000,2.0000,,,,,2849.0000,,,173.0000,-15.0000,,,,,,,58.0000,,,,,,,82.0000,3313.0000,,,,225.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,3,2023,2023-09-30,7845.0000,,791.0000,791.0000,14027.0000,,,6830.0000,4961.0000,,,3655.0000,,20857.0000,,,,,,,,,,,2966.0000,,,,,1700.0000,,,,3808.0000,27.0000,,194.0000,,677.0000,2741.0000,,194.0000,,,,,,2939.0000,6.0000,5.0000,,,,,1511.0000,545.0000,,,28.0000,29.0000,,,,3127.0000,,7007.0000,,,,,,,,598.0000,189.0000,,,,,,,9169.0000,1324.0000,13501.0000,4375.0000,1432.0000,20857.0000,,17876.0000,17876.0000,15.0000,,15.0000,-1.0000,,,-1.0000,-28.0000,56.0000,250.0000,,,28.0000,1869.0000,,,,,,,,1453.0000,1453.0000,4529.0000,3076.0000,,2933.0000,4353.0000,,,,,,,4353.0000,,,,,27.0000,2966.0000,-1.0000,,,,,2981.0000,,,202.0000,,,,,,,,32.0000,,,,,,,97.0000,4103.0000,,,,198.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,4,2023,2023-12-31,8711.0000,,505.0000,505.0000,14921.0000,,46.0000,7593.0000,5682.0000,,,3738.0000,,22514.0000,,,,,,,,,,,3027.0000,,,,,3321.0000,,,,4241.0000,27.0000,,-39.0000,,163.0000,3224.0000,3530.0000,7.0000,,,,,,3000.0000,-102.0000,-3.0000,,,,,1507.0000,530.0000,,,149.0000,148.0000,205.0000,,,3203.0000,,6530.0000,,,,,,,,593.0000,197.0000,,,,,,,10119.0000,1408.0000,14020.0000,5452.0000,2064.0000,22514.0000,,19472.0000,19472.0000,15.0000,,15.0000,1.0000,,,-100.0000,-9.0000,182.0000,189.0000,,,173.0000,1911.0000,,,,,,,,1483.0000,1483.0000,4565.0000,3082.0000,,3102.0000,4771.0000,,,,,,,4771.0000,,,,,27.0000,3027.0000,34.0000,,,,,3042.0000,,,164.0000,24.0000,,,,,,,111.0000,,,,,,,100.0000,4582.0000,,,,241.0000,,,2265.0000,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2024,2024-03-31,9243.0000,,640.0000,640.0000,14920.0000,,,7679.0000,5699.0000,,,3562.0000,,22599.0000,,,,,,,,,,,3055.0000,,,,,2353.0000,,,,2238.0000,27.0000,,199.0000,,185.0000,3246.0000,,199.0000,,,,,,3028.0000,-6.0000,-3.0000,,,,,1508.0000,443.0000,,,-75.0000,-68.0000,,,,3229.0000,,7263.0000,,,,,,,,587.0000,166.0000,,,,,,,10327.0000,1084.0000,14074.0000,5461.0000,2052.0000,22599.0000,,19535.0000,19535.0000,9.0000,,9.0000,-7.0000,,,-34.0000,-37.0000,-68.0000,131.0000,,,-105.0000,1980.0000,,,,,,,,1477.0000,1477.0000,4664.0000,3187.0000,,3034.0000,2681.0000,,,,,,,2681.0000,,,,,27.0000,3055.0000,16.0000,,,,,3064.0000,,,163.0000,-30.0000,,,,,,,,,,,,,,85.0000,2550.0000,,,,227.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,2,2024,2024-06-30,10143.0000,,774.0000,774.0000,15623.0000,,,7994.0000,5922.0000,,,3886.0000,,23617.0000,,,,,,,,,,,2914.0000,,,,,2752.0000,,,,2915.0000,27.0000,,225.0000,,174.0000,3235.0000,,225.0000,,,,,,2887.0000,38.0000,8.0000,,,,,1509.0000,381.0000,,,-156.0000,-158.0000,,,,3281.0000,,7505.0000,,,,,,,,595.0000,171.0000,,,,,,,11186.0000,1043.0000,15246.0000,5445.0000,2016.0000,23617.0000,,20691.0000,20691.0000,12.0000,,12.0000,2.0000,,,,-45.0000,-185.0000,40.0000,,,-230.0000,2072.0000,,,,,,,,1480.0000,1480.0000,4592.0000,3112.0000,,2849.0000,3296.0000,,,,,,,3296.0000,,,,,27.0000,2914.0000,,,,,,2926.0000,,,194.0000,-74.0000,,,,,,,53.0000,,,,,,,89.0000,3256.0000,,,,252.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,3,2024,2024-09-30,9480.0000,,711.0000,711.0000,14782.0000,,,8139.0000,5987.0000,,,3917.0000,,22921.0000,,,,,,,,,,,2907.0000,,,,,2356.0000,,,,4424.0000,27.0000,,209.0000,,187.0000,3139.0000,,209.0000,,,,,,2880.0000,-98.0000,-10.0000,,,,,1504.0000,753.0000,,,127.0000,127.0000,,,,3305.0000,,6899.0000,,,,,,,,582.0000,231.0000,,,,,,,10457.0000,977.0000,14561.0000,5441.0000,2143.0000,22921.0000,,20002.0000,20002.0000,12.0000,,12.0000,,,,-4.0000,-50.0000,234.0000,443.0000,,,184.0000,2152.0000,,,,,,,,1341.0000,1341.0000,4816.0000,3475.0000,,2978.0000,5177.0000,,,,,,,5177.0000,,,,,27.0000,2907.0000,-4.0000,,,,,2919.0000,,,159.0000,57.0000,,,,,,,36.0000,,,,,,,99.0000,4734.0000,,,,211.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,4,2024,2024-12-31,9842.0000,,526.0000,526.0000,16089.0000,,54.0000,8555.0000,6202.0000,,,4129.0000,,24644.0000,,,,,,,,,,,3529.0000,,,,,3977.0000,,,,5023.0000,27.0000,,-49.0000,,200.0000,3071.0000,3923.0000,5.0000,,,,,75.0000,3502.0000,-78.0000,4.0000,,,,,1513.0000,1118.0000,,,598.0000,598.0000,157.0000,,,3385.0000,,6008.0000,,,,,,,,577.0000,264.0000,,,,,,,11151.0000,1309.0000,15480.0000,5622.0000,2372.0000,24644.0000,,21102.0000,21102.0000,13.0000,,13.0000,0.0000,,,7.0000,98.0000,758.0000,763.0000,,,856.0000,2353.0000,,,,,,,,1732.0000,1732.0000,5578.0000,3846.0000,,3580.0000,6141.0000,,,,,,,6141.0000,,,,,27.0000,3529.0000,56.0000,,,,,3542.0000,,,179.0000,258.0000,,,,,,,70.0000,,,,,,,107.0000,5378.0000,,,,248.0000,,,2470.0000,,VESTAS WIND SYSTEMS A/S
225597,12,EUR,4,2019,2019-12-31,304.0000,,712.0000,712.0000,3793.0000,,84.0000,19571.0000,9867.0000,,,316.0000,,23364.0000,,,,,,,,,73.0000,,12983.0000,,,,,1730.0000,,,,745.0000,3046.0000,,70.0000,,570.0000,6118.0000,5644.0000,154.0000,,,,,977.1240,9864.0000,-2577.0000,66.0000,,,,,612.0000,808.0000,,,367.0000,356.0000,5.0000,,,1143.0000,,230.0000,,,,,,,,6435.0000,883.0000,,,,,,,931.0000,627.0000,1817.0000,8312.0000,1329.0000,23364.0000,,10129.0000,10129.0000,252.0000,,252.0000,11.0000,,,24.0000,56.0000,398.0000,552.0000,,,454.0000,9704.0000,,,,,,,,385.0000,385.0000,1121.0000,736.0000,,12441.0000,1553.0000,,,,,,,1553.0000,,,,,3046.0000,12983.0000,55.0000,,,,,13235.0000,,,865.0000,87.0000,,,,,,,39.0000,,,,,,,131.0000,1001.0000,,,,125.0000,,,125.0000,,FORTUM OYJ
225597,12,EUR,1,2020,2020-03-31,,,18049.0000,18049.0000,32603.0000,,,35947.0000,17231.0000,,,8742.0000,,68550.0000,,,,,,,,,73.0000,,13776.0000,,,,,4466.0000,,,,576.0000,3046.0000,,150.0000,,1369.0000,9089.0000,,150.0000,,,,,,10657.0000,-2646.0000,479.0000,,,,,724.0000,781.0000,,,939.0000,930.0000,6.0000,,,2185.0000,1.0000,1825.0000,,,,,,,,2869.0000,2605.0000,,,,,,,17795.0000,17795.0000,27906.0000,23676.0000,13314.0000,68550.0000,,51582.0000,51582.0000,3192.0000,,3192.0000,9.0000,,,183.0000,622.0000,393.0000,543.0000,,,1015.0000,18716.0000,,,,,,,,621.0000,621.0000,8263.0000,7642.0000,,13303.0000,1357.0000,,,,,,,1357.0000,,,,,3046.0000,13776.0000,199.0000,,,,,16968.0000,,,1273.0000,76.0000,,,,,,,47.0000,,,,,,,115.0000,814.0000,,,,123.0000,,,123.0000,,FORTUM OYJ
225597,12,EUR,2,2020,2020-06-30,,,11297.0000,11297.0000,22251.0000,,,35733.0000,16329.0000,,,6434.0000,,57984.0000,,,,,,,,,73.0000,,13197.0000,,,,,2543.0000,,,,11424.0000,3046.0000,,306.0000,,1550.0000,8657.0000,,306.0000,,,,,,10078.0000,-2554.0000,37.0000,,,,,750.0000,906.0000,,,379.0000,314.0000,42.0000,,,1950.0000,14.0000,2094.0000,,,,,,,,2983.0000,2723.0000,,,,,,,11103.0000,11103.0000,19087.0000,22632.0000,12742.0000,57984.0000,,41719.0000,41719.0000,3068.0000,,3068.0000,65.0000,,,331.0000,363.0000,207.0000,513.0000,,,570.0000,19404.0000,,,,,,,,647.0000,647.0000,6317.0000,5670.0000,,12632.0000,12330.0000,,,,,,,12330.0000,,,,,3046.0000,13197.0000,328.0000,,,,,16265.0000,,,1233.0000,191.0000,,,,,,,61.0000,,,,,,,40.0000,11817.0000,,,,353.0000,,,353.0000,,FORTUM OYJ
225597,12,EUR,3,2020,2020-09-30,,,6958.0000,6958.0000,19330.0000,,,34315.0000,15536.0000,,,8277.0000,,53645.0000,,,,,,,,,73.0000,,12522.0000,,,,,2690.0000,,,,13170.0000,3046.0000,,307.0000,,1536.0000,8634.0000,,307.0000,,,,,,9403.0000,-3359.0000,23.0000,,,,,724.0000,879.0000,,,145.0000,205.0000,33.0000,,,1917.0000,16.0000,1822.0000,,,,,,,,2808.0000,2779.0000,,,,,,,6794.0000,6794.0000,16607.0000,21792.0000,12070.0000,53645.0000,,38399.0000,38399.0000,2724.0000,,2724.0000,-60.0000,,,270.0000,282.0000,-174.0000,133.0000,,,108.0000,18779.0000,,,,,,,,736.0000,736.0000,7860.0000,7124.0000,,12762.0000,14049.0000,,,,,,,14049.0000,,,,,3046.0000,12522.0000,236.0000,,,,,15246.0000,,,1088.0000,-37.0000,,,,,,,60.0000,,,,,,,409.0000,13916.0000,,,,337.0000,,,337.0000,,FORTUM OYJ
225597,12,EUR,4,2020,2020-12-31,1075.0000,,8996.0000,8996.0000,22902.0000,,145.0000,34908.0000,17143.0000,,,7126.0000,,57810.0000,,,,,,,,,73.0000,,12953.0000,,,,,2855.0000,,,,19127.0000,3046.0000,,175.0000,,1877.0000,8785.0000,29357.0000,320.0000,,,,,994.8900,9834.0000,-3263.0000,113.0000,,,,,1069.0000,2152.0000,,,411.0000,380.0000,31.0000,,,2268.0000,,1936.0000,,,,,,,,2912.0000,2661.0000,,,,,,,11653.0000,10578.0000,20656.0000,21577.0000,11840.0000,57810.0000,,42233.0000,42233.0000,2624.0000,,2624.0000,31.0000,,,-365.0000,-260.0000,813.0000,1133.0000,,,553.0000,17765.0000,,,,,,,,1985.0000,1985.0000,9115.0000,7130.0000,,13097.0000,21279.0000,,,,,,,21279.0000,,,,,3046.0000,12953.0000,-469.0000,,,,,15577.0000,,,952.0000,142.0000,,,,,,,39.0000,,,,,,,638.0000,20146.0000,,,,381.0000,,,381.0000,,FORTUM OYJ
225597,12,EUR,1,2021,2021-03-31,,,11599.0000,11599.0000,26545.0000,,,36871.0000,17815.0000,,,8989.0000,,63416.0000,,,,,,,,,73.0000,,14303.0000,,,,,4140.0000,,,,19491.0000,3046.0000,,308.0000,,2121.0000,8857.0000,,308.0000,,,,,,11184.0000,-3000.0000,80.0000,,,,,1015.0000,2002.0000,,,1310.0000,1092.0000,37.0000,,,2712.0000,9.0000,1579.0000,,,,,,,,2973.0000,2574.0000,,,,,,,12293.0000,12293.0000,23403.0000,22800.0000,12976.0000,63416.0000,,46203.0000,46203.0000,2910.0000,,2910.0000,218.0000,,,219.0000,289.0000,1171.0000,1479.0000,,,1460.0000,19056.0000,,,,,,,,360.0000,360.0000,9227.0000,8867.0000,,14184.0000,21493.0000,,,,,,,21493.0000,,,,,3046.0000,14303.0000,174.0000,,,,,17213.0000,,,967.0000,150.0000,,,,,,,56.0000,,,,,,,151.0000,20014.0000,,,,372.0000,,,372.0000,,FORTUM OYJ
225597,12,EUR,2,2021,2021-06-30,,,31966.0000,31966.0000,44297.0000,,,43303.0000,24274.0000,,,7844.0000,,87600.0000,,,,,,,,,73.0000,,12794.0000,,,,,2221.0000,,,,15982.0000,3046.0000,,313.0000,,2378.0000,8445.0000,,313.0000,,,,,,9675.0000,-3017.0000,61.0000,,,,,1014.0000,1146.0000,,,-658.0000,-473.0000,42.0000,,,2369.0000,6.0000,2045.0000,,,,,,,,2429.0000,2724.0000,,,,,,,32905.0000,32905.0000,43127.0000,29202.0000,19827.0000,87600.0000,,72329.0000,72329.0000,2477.0000,,2477.0000,-185.0000,,,-834.0000,-777.0000,35.0000,348.0000,,,-742.0000,19029.0000,,,,,,,,245.0000,245.0000,8065.0000,7820.0000,,12692.0000,17128.0000,,,,,,,17128.0000,,,,,3046.0000,12794.0000,-875.0000,,,,,15271.0000,,,930.0000,-84.0000,,,,,,,52.0000,,,,,,,416.0000,16780.0000,,,,382.0000,,,382.0000,,FORTUM OYJ
225597,12,EUR,3,2021,2021-09-30,,,76120.0000,76120.0000,95523.0000,,,68902.0000,49850.0000,,,11062.0000,,164425.0000,,,,,,,,,73.0000,,11772.0000,,,,,6890.0000,,,,674.0000,3046.0000,,143.0000,,6754.0000,5921.0000,,143.0000,,,,,,8653.0000,-3381.0000,7.0000,,,,,1018.0000,622.0000,,,2888.0000,2892.0000,7.0000,,,2209.0000,,2842.0000,,,,,,,,2443.0000,2658.0000,,,,,,,82171.0000,82171.0000,99987.0000,51246.0000,44348.0000,164425.0000,,151233.0000,151233.0000,1420.0000,,1420.0000,-4.0000,,,2742.0000,2718.0000,243.0000,386.0000,,,2961.0000,19052.0000,,,,,,,,236.0000,236.0000,9671.0000,9435.0000,,12034.0000,1296.0000,,,,,,,1296.0000,,,,,3046.0000,11772.0000,2757.0000,,,,,13192.0000,,,977.0000,73.0000,,,,,,,38.0000,,-3613.0000,,,,,125.0000,910.0000,,,,111.0000,,,111.0000,,FORTUM OYJ
225597,12,EUR,4,2021,2021-12-31,1226.0000,,65386.0000,65386.0000,100113.0000,,,49548.0000,31671.0000,,,12152.0000,,149661.0000,,,,,,,,,73.0000,,12131.0000,,,,,8368.0000,,,,1216.0000,3046.0000,,154.0000,,8519.0000,8701.0000,30064.0000,154.0000,,,,,1012.6560,9012.0000,-3818.0000,21.0000,,,,,1021.0000,955.0000,,,427.0000,416.0000,7.0000,,,2167.0000,,2275.0000,,,,,,,,2461.0000,2810.0000,,,,,,,79555.0000,78329.0000,100226.0000,35770.0000,26242.0000,149661.0000,,135996.0000,135996.0000,1534.0000,,1534.0000,11.0000,,,34.0000,23.0000,519.0000,673.0000,,,542.0000,17877.0000,,,,,,,,11151.0000,11151.0000,24084.0000,12933.0000,,12830.0000,2171.0000,,,,,,,2171.0000,,,,,3046.0000,12131.0000,28.0000,,,,,13665.0000,,,827.0000,115.0000,,,,,,,39.0000,,426.0000,,,,,145.0000,1498.0000,,,,137.0000,,,134.0000,,FORTUM OYJ
225597,12,EUR,1,2022,2022-03-31,,,113582.0000,113582.0000,138438.0000,,,67987.0000,50876.0000,,,16892.0000,,206425.0000,,,,,,,,,73.0000,,8036.0000,,,,,7365.0000,,,,1293.0000,3046.0000,,109.0000,,7849.0000,7026.0000,,109.0000,,,,,,4917.0000,-4643.0000,-56.0000,,,,,816.0000,646.0000,,,288.0000,899.0000,4.0000,,,1954.0000,,3895.0000,,,,,,,,2225.0000,1540.0000,,,,,,,122466.0000,122466.0000,147207.0000,50455.0000,42750.0000,206425.0000,,197662.0000,197662.0000,727.0000,,727.0000,-611.0000,,,141.0000,56.0000,327.0000,436.0000,,,383.0000,17111.0000,,,,,,,,257.0000,257.0000,13596.0000,13339.0000,,9560.0000,1939.0000,,,,,,,1939.0000,,,,,3046.0000,8036.0000,154.0000,,,,,8763.0000,,,679.0000,95.0000,,,,,,,33.0000,,-3121.0000,,,,,98.0000,1503.0000,,,,112.0000,,,112.0000,,FORTUM OYJ
225597,12,EUR,2,2022,2022-06-30,,,117886.0000,117886.0000,138356.0000,,,93313.0000,74977.0000,,,12939.0000,,231669.0000,,,,,,,,,73.0000,,1980.0000,,,,,5408.0000,,,,958.0000,3046.0000,,100.0000,,7849.0000,6427.0000,,100.0000,,,,,,-1139.0000,-4870.0000,-57.0000,,,,,767.0000,579.0000,,,643.0000,2313.0000,8.0000,,,1897.0000,1.0000,3983.0000,,,,,,,,2316.0000,2166.0000,,,,,,,133053.0000,133053.0000,153841.0000,76516.0000,69163.0000,231669.0000,,230357.0000,230357.0000,-668.0000,,-668.0000,-1670.0000,,,468.0000,388.0000,262.0000,362.0000,,,650.0000,18336.0000,,,,,,,,246.0000,246.0000,11079.0000,10833.0000,,3731.0000,1537.0000,,,,,,,1537.0000,,,,,3046.0000,1980.0000,498.0000,,,,,1312.0000,,,926.0000,7.0000,,,,,,,32.0000,,-7999.0000,,,,,112.0000,1175.0000,,,,105.0000,,,105.0000,,FORTUM OYJ
