gvkey,fyr,curcdq,fqtr,fyearq,datadate,accdq,accoq,acoq,acoxq,actq,adpacq,amq,ancq,aoq,aotq,apoq,apq,artfsq,atq,autxrq,bcefq,bctq,bdiq,capcstq,capr1q,capr2q,capr3q,capsq,caq,ceqq,cfbdq,cfereq,cfoq,cfpdoq,cheq,chq,chsq,cltq,cogsq,cstkq,dfpacq,dfxaq,ditq,dlcq,dlttq,dpactq,dpq,dptbq,dptcq,dvpdpq,dvrreq,dvtq,eqrtq,eroq,esubq,fcaq,feaq,felq,gdwlamq,gdwlq,gpq,iatiq,ibkiq,ibmiiq,ibq,iditq,iireq,iitq,intanq,intcq,invtq,iobdq,ioiq,ioreq,ipq,iptiq,isgtq,istq,ivaeqq,ivaoq,iviq,ivptq,ivstq,ivtfsq,lcabgq,lcacuq,lcoq,lcoxq,lctq,lltq,loq,lseq,lsq,ltmibq,ltq,mibnq,mibq,mibtq,miiq,mtlq,nitq,nopioq,nopiq,oiadpq,oibdpq,oproq,pclq,piq,ppentq,prcq,pstkq,ptranq,pvoq,pvtq,ratiq,rawmsmq,reccoq,rectoq,rectq,rectrq,reitq,req,revtq,risq,rltq,rvlrvq,rvtiq,rvutxq,saaq,saleq,salq,sbdcq,scoq,scq,sctq,seqq,spiq,ssnpq,stkchq,tdsgq,tdstq,teqq,transaq,tstkq,txdbq,txtq,unnpq,xagtq,xbdtq,xcomiq,xcomq,xdvreq,xintq,xioq,xiq,xiviq,xivreq,xobdq,xoiq,xoproq,xoprq,xoreq,xppq,xretq,xsgaq,xsq,xstoq,xstq,xtq,conm
103342,3,GBP,3,2019,2019-12-31,1330.8000,,1477.8000,1361.2000,3476.1000,,12.7000,17555.6000,4740.9000,,,413.2000,,21031.7000,,,,,,,,,875.6000,,4920.1000,,,,,427.3000,,,,1368.1500,523.1000,,-36.7500,,1966.9000,8205.5000,10784.1000,-24.0500,,,,,291.0500,3521.4000,1114.2000,38.3500,,,,,340.9000,516.4500,,,177.7000,177.7000,17.3000,,,674.7000,,174.0000,,,,,,,,1849.4000,947.7000,,,,,,,2828.1000,1497.3000,5208.2000,10903.4000,2052.1000,21031.7000,,16111.6000,16111.6000,,,,0.0000,,,-18.4000,-54.8500,284.2000,260.1500,10.4000,,229.3500,12814.7000,,,,,,,,86.9000,86.9000,1397.0000,1310.1000,,2407.2000,1884.6000,,,,,,,1874.2000,,,,,523.1000,4920.1000,-11.9000,,,,,4920.1000,,,645.8000,51.6500,,,,,,,92.1000,,-64.2500,,,,,0.0000,1624.4500,,116.6000,,256.3000,,,5.5000,,SSE PLC
103342,3,GBP,4,2019,2020-03-31,1330.8000,,1477.8000,1361.2000,3476.1000,,12.7000,17555.6000,4740.9000,,,413.2000,,21031.7000,,,,,,,,,875.6000,,4920.1000,,,,,427.3000,,,,1442.2000,523.1000,,-110.8000,,1966.9000,8205.5000,10784.1000,-98.1000,,,,,415.1500,3521.4000,1114.2000,38.3500,,,,,340.9000,442.4000,,,177.7000,200.9500,17.3000,,,674.7000,,174.0000,,,,,,,,1849.4000,947.7000,,,,,,,2828.1000,1497.3000,5208.2000,10903.4000,2052.1000,21031.7000,,16111.6000,16111.6000,,,,-23.2500,,,-97.7000,-134.1500,363.5000,265.4000,10.4000,,229.3500,12814.7000,,,,,,,,86.9000,86.9000,1397.0000,1310.1000,,2407.2000,1884.6000,,,,,,,1874.2000,,,,,523.1000,4920.1000,-91.2000,,,,,4920.1000,,,645.8000,51.6500,,,,,,,92.1000,,9.8000,,,,,0.0000,1619.2000,,116.6000,,177.0000,,,5.5000,,SSE PLC
103342,3,GBP,1,2020,2020-06-30,,,1216.5000,1216.5000,3302.7000,,,17048.5000,3955.6000,,,304.8000,,20351.2000,,,,,,,,,878.0000,,5194.5000,,,,,415.5000,,,,695.4000,524.1000,,145.0000,,1363.5000,8691.6000,,145.0000,,,,,127.1500,3792.4000,1391.5000,5.8000,,,,,,736.7500,,,350.0500,326.7500,20.7500,,,813.7000,,165.1000,,,,,,,,1697.2000,739.9000,,,,,,,2009.5000,2009.5000,3677.8000,11478.9000,2123.9000,20351.2000,,15156.7000,15156.7000,,,,23.3000,,,155.2500,87.0500,302.6500,447.6500,23.9500,,389.7000,13092.9000,,,,,,,,24.4000,24.4000,1505.6000,1481.2000,,2400.9000,1432.1500,,,,,,,1408.2000,,,,,524.1000,5194.5000,163.5000,,,,,5194.5000,,,663.4000,39.6500,,,,,,,94.7500,,23.0000,,,,,0.0000,984.5000,,,,289.1000,,,2.4000,,SSE PLC
103342,3,GBP,2,2020,2020-09-30,,,1216.5000,1216.5000,3302.7000,,,17048.5000,3955.6000,,,304.8000,,20351.2000,,,,,,,,,878.0000,,5194.5000,,,,,415.5000,,,,695.4000,524.1000,,145.0000,,1363.5000,8691.6000,,145.0000,,,,,127.1500,3792.4000,1391.5000,5.8000,,,,,,736.7500,,,350.0500,326.7500,20.7500,,,813.7000,,165.1000,,,,,,,,1697.2000,739.9000,,,,,,,2009.5000,2009.5000,3677.8000,11478.9000,2123.9000,20351.2000,,15156.7000,15156.7000,,,,23.3000,,,155.2500,87.0500,302.6500,447.6500,23.9500,,389.7000,13092.9000,,,,,,,,24.4000,24.4000,1505.6000,1481.2000,,2400.9000,1432.1500,,,,,,,1408.2000,,,,,524.1000,5194.5000,163.5000,,,,,5194.5000,,,663.4000,39.6500,,,,,,,94.7500,,23.0000,,,,,0.0000,984.5000,,,,289.1000,,,2.4000,,SSE PLC
103342,3,GBP,3,2020,2020-12-31,1284.3000,,1372.9000,1184.9000,4520.9000,,16.4500,17070.7000,3816.4000,,,433.3000,,21591.6000,,,,,,,,,847.1000,,6681.1000,,,,,1606.7000,,,,1093.5500,524.5000,,116.6500,,937.6000,8473.0000,11326.3000,133.1000,,,,,295.2500,5309.5000,1388.4000,15.9000,,,,,329.2000,1021.8500,,,746.8000,746.8000,18.4500,,,696.2000,,234.9000,,,,,,,,1643.5000,673.8000,,,,,,,2138.3000,854.0000,3509.2000,11401.3000,2154.0000,21591.6000,,14910.5000,14910.5000,,,,0.0000,,,294.1500,237.2000,582.1000,715.2000,110.4000,,819.3000,13254.3000,,,,,,,,136.4000,136.4000,1306.4000,1170.0000,,3921.1000,2115.4000,,,,,,,2005.0000,,,,,524.5000,6681.1000,-131.3000,,,,,6681.1000,,,774.3000,72.5000,,,,,,,91.3000,,41.5500,,,,,0.0000,1400.2000,,188.0000,,306.6500,,,2.5000,,SSE PLC
103342,3,GBP,4,2020,2021-03-31,1284.3000,,1372.9000,1184.9000,4520.9000,,16.4500,17070.7000,3816.4000,,,433.3000,,21591.6000,,,,,,,,,847.1000,,6681.1000,,,,,1606.7000,,,,1093.5500,524.5000,,116.6500,,937.6000,8473.0000,11326.3000,133.1000,,,,,295.2500,5309.5000,1388.4000,15.9000,,,,,329.2000,1021.8500,,,746.8000,746.8000,18.4500,,,696.2000,,234.9000,,,,,,,,1643.5000,673.8000,,,,,,,2138.3000,854.0000,3509.2000,11401.3000,2154.0000,21591.6000,,14910.5000,14910.5000,,,,0.0000,,,294.1500,237.2000,582.1000,715.2000,110.4000,,819.3000,13254.3000,,,,,,,,136.4000,136.4000,1306.4000,1170.0000,,3921.1000,2115.4000,,,,,,,2005.0000,,,,,524.5000,6681.1000,-131.3000,,,,,6681.1000,,,774.3000,72.5000,,,,,,,91.3000,,41.5500,,,,,0.0000,1400.2000,,188.0000,,306.6500,,,2.5000,,SSE PLC
103342,3,GBP,1,2021,2021-06-30,,,1673.5000,1673.5000,4034.3000,,,19374.0000,5470.6000,,,610.0000,,23408.3000,,,,,,,,,838.2000,,7086.8000,,,,,232.7000,,,,409.4500,535.6000,,183.5000,,2066.8000,7043.6000,,183.5000,,,,,135.9000,5713.0000,1028.7000,-14.3000,,,,,,1366.9500,,,571.9000,546.5500,18.4500,,,893.6000,,456.3000,,,,,,,,1103.7000,764.5000,,,,,,,2894.9000,2894.9000,5571.7000,10749.8000,2338.0000,23408.3000,,16321.5000,16321.5000,,,,25.3500,,,43.5500,-46.3500,889.4000,1072.9000,4.6500,,843.0500,13903.4000,,,,,,,,42.4000,42.4000,1671.8000,1629.4000,,4684.3000,1776.4000,,,,,,,1771.7500,,,,,535.6000,7086.8000,78.9500,,,,,7086.8000,,,1368.2000,271.1500,,,,,,,94.0500,,-46.9000,,,,,0.0000,703.5000,,,,294.0500,,,2.4000,,SSE PLC
103342,3,GBP,2,2021,2021-09-30,,,1673.5000,1673.5000,4034.3000,,,19374.0000,5470.6000,,,610.0000,,23408.3000,,,,,,,,,838.2000,,7086.8000,,,,,232.7000,,,,409.4500,535.6000,,183.5000,,2066.8000,7043.6000,,183.5000,,,,,135.9000,5713.0000,1028.7000,-14.3000,,,,,,1366.9500,,,571.9000,546.5500,18.4500,,,893.6000,,456.3000,,,,,,,,1103.7000,764.5000,,,,,,,2894.9000,2894.9000,5571.7000,10749.8000,2338.0000,23408.3000,,16321.5000,16321.5000,,,,25.3500,,,43.5500,-46.3500,889.4000,1072.9000,4.6500,,843.0500,13903.4000,,,,,,,,42.4000,42.4000,1671.8000,1629.4000,,4684.3000,1776.4000,,,,,,,1771.7500,,,,,535.6000,7086.8000,78.9500,,,,,7086.8000,,,1368.2000,271.1500,,,,,,,94.0500,,-46.9000,,,,,0.0000,703.5000,,,,294.0500,,,2.4000,,SSE PLC
103342,3,GBP,3,2021,2021-12-31,1422.7000,,3491.9000,3401.1000,6936.8000,,22.7000,18818.7000,4205.9000,,,919.7000,,25755.5000,,,,,,,,,835.1000,,9128.8000,,,,,1138.0000,,,,1449.0500,536.5000,,89.1500,,1190.8000,7873.9000,11376.4000,111.8500,,,,,321.3000,7757.2000,1184.3000,69.2000,,,,,512.0000,1158.8500,,,725.6000,725.6000,18.8500,,,926.7000,,266.6000,,,,,,,,1239.5000,882.0000,,,,,,,2547.7000,1125.0000,4658.2000,11927.9000,2409.9000,25755.5000,,16586.1000,16586.1000,40.6000,,40.6000,0.0000,,,107.8500,109.0500,786.0500,897.9000,31.0500,,895.1000,14612.8000,,,,,,,,113.7000,113.7000,2040.3000,1926.6000,,6572.9000,2607.9000,,,,,,,2576.8500,,,,,536.5000,9128.8000,71.4000,,,,,9169.4000,,,1644.1000,169.5000,,,,,,,86.8500,,288.2500,,,,,0.0000,1710.0000,,90.8000,,260.9500,,,,,SSE PLC
103342,3,GBP,4,2021,2022-03-31,1422.7000,,3491.9000,3401.1000,6936.8000,,22.7000,18824.6000,4205.9000,,,919.7000,,25761.4000,,,,,,,,,835.1000,,9133.2000,,,,,1138.0000,,,,1341.3000,536.5000,,149.5500,,1190.8000,7873.9000,11376.4000,172.2500,,,,,458.9000,7761.6000,1184.3000,69.2000,,,,,512.0000,1222.1000,,,727.8000,727.8000,23.0500,,,926.7000,,266.6000,,,,,,,,1239.5000,882.0000,,,,,,,2547.7000,1125.0000,4658.2000,11929.4000,2409.9000,25761.4000,,16587.6000,16587.6000,40.6000,,40.6000,0.0000,,,116.7500,122.1500,775.9000,948.1500,31.0500,,898.0500,14618.7000,,,,,,,,113.7000,113.7000,2040.3000,1926.6000,,6577.3000,2563.4000,,,,,,,2532.3500,,,,,536.5000,9133.2000,83.9500,,,,,9173.8000,,,1645.6000,170.2500,,,,,,,86.8500,,288.2500,,,,,0.0000,1615.2500,,90.8000,,273.9500,,,4.2000,,SSE PLC
103342,3,GBP,1,2022,2022-06-30,,,2846.9000,2846.9000,6630.2000,,,21900.8000,6851.0000,,,986.9000,,28531.0000,,,,,,,,,826.0000,,9792.9000,,,,,289.3000,,,,2895.9500,545.6000,,167.1000,,1399.7000,7966.0000,,167.1000,,,,,156.6000,8421.3000,2664.7000,107.4500,,,,,,-35.1000,,,-194.3000,-213.7000,25.1000,,,1796.3000,,501.4000,,,,,,,,2232.3000,1049.2000,,,,,,,4181.5000,4181.5000,6568.1000,12121.4000,2635.4000,28531.0000,,18689.5000,18689.5000,48.6000,,48.6000,19.4000,,,206.5500,250.2000,-505.7000,-338.6000,46.1500,,-255.5000,15049.8000,,,,,,,,38.3000,38.3000,2992.6000,2954.3000,,5756.6000,2860.8500,,,,,,,2814.7000,,,,,545.6000,9792.9000,109.4500,,,,,9841.5000,,,1520.0000,-61.2000,,,,,,,88.9000,,17.5000,,,,,0.0000,3199.4500,,,,303.5000,,,0.6000,,SSE PLC
103342,3,GBP,2,2022,2022-09-30,,,2846.9000,2846.9000,6630.2000,,,21900.8000,6851.0000,,,986.9000,,28531.0000,,,,,,,,,826.0000,,9792.9000,,,,,289.3000,,,,2895.9500,545.6000,,167.1000,,1399.7000,7966.0000,,167.1000,,,,,156.6000,8421.3000,2664.7000,107.4500,,,,,,-35.1000,,,-194.3000,-213.7000,25.1000,,,1796.3000,,501.4000,,,,,,,,2232.3000,1049.2000,,,,,,,4181.5000,4181.5000,6568.1000,12121.4000,2635.4000,28531.0000,,18689.5000,18689.5000,48.6000,,48.6000,19.4000,,,206.5500,250.2000,-505.7000,-338.6000,46.1500,,-255.5000,15049.8000,,,,,,,,38.3000,38.3000,2992.6000,2954.3000,,5756.6000,2860.8500,,,,,,,2814.7000,,,,,545.6000,9792.9000,109.4500,,,,,9841.5000,,,1520.0000,-61.2000,,,,,,,88.9000,,17.5000,,,,,0.0000,3199.4500,,,,303.5000,,,0.6000,,SSE PLC
103342,3,GBP,3,2022,2022-12-31,1403.2000,,1846.8000,1561.4000,5765.8000,,27.3000,21411.3000,6015.4000,,,694.6000,,27177.1000,,,,,,,,,821.2000,,10434.1000,,,,,1220.9000,,,,3099.1000,547.0000,,135.7500,,1820.6000,7239.3000,11275.5000,163.0500,,,,,369.0500,9065.9000,2408.3000,223.7000,,,,,957.6000,792.9000,,,146.5000,134.7000,34.4500,,,1436.2000,,394.9000,,,,,,,,1975.7000,1292.3000,,,,,,,3027.9000,1624.7000,5543.1000,10550.8000,2012.4000,27177.1000,,16093.9000,16093.9000,649.1000,,649.1000,11.8000,,,-221.6500,-72.9500,225.6500,388.7000,461.3500,,152.7000,15395.9000,,,,,,,,233.1000,233.1000,2303.2000,2070.1000,,6657.6000,3892.0000,,,,,,,3430.6500,,,,,547.0000,10434.1000,-180.0000,,,,,11083.2000,,,1299.1000,6.2000,,,,,,,109.4500,,0.0000,,,,,0.0000,3503.3000,,285.4000,,404.2000,,,0.6500,,SSE PLC
103342,3,GBP,4,2022,2023-03-31,1403.2000,,1846.8000,1561.4000,5765.8000,,27.3000,21411.3000,6015.4000,,,694.6000,,27177.1000,,,,,,,,,821.2000,,10434.1000,,,,,1220.9000,,,,3099.1000,547.0000,,135.7500,,1820.6000,7239.3000,11275.5000,163.0500,,,,,369.0500,9065.9000,2408.3000,223.7000,,,,,957.6000,792.9000,,,146.5000,134.7000,34.4500,,,1436.2000,,394.9000,,,,,,,,1975.7000,1292.3000,,,,,,,3027.9000,1624.7000,5543.1000,10550.8000,2012.4000,27177.1000,,16093.9000,16093.9000,649.1000,,649.1000,11.8000,,,-221.6500,-72.9500,225.6500,388.7000,461.3500,,152.7000,15395.9000,,,,,,,,233.1000,233.1000,2303.2000,2070.1000,,6657.6000,3892.0000,,,,,,,3430.6500,,,,,547.0000,10434.1000,-180.0000,,,,,11083.2000,,,1299.1000,6.2000,,,,,,,109.4500,,0.0000,,,,,0.0000,3503.3000,,285.4000,,404.2000,,,0.6500,,SSE PLC
103342,3,GBP,1,2023,2023-06-30,,,526.5000,526.5000,4093.5000,,,22015.6000,6028.8000,,,2545.5000,,26109.1000,,,,,,,,,820.3000,,10011.9000,,,,,902.4000,,,,1477.3000,547.9000,,140.2000,,1394.9000,7558.1000,,140.2000,,,,,109.1500,8643.7000,2502.9000,-7.4500,,,,,,926.1000,,,229.7000,204.1000,45.5000,,,2122.1000,,246.0000,,,,,,,,2004.1000,1359.2000,,,,,,,574.0000,574.0000,4514.4000,10879.4000,1968.4000,26109.1000,,15393.8000,15393.8000,703.4000,,703.4000,25.6000,,,-68.7000,-117.5500,425.2000,565.4000,8.1500,,307.6500,15986.8000,,,,,,,,75.1000,75.1000,2418.6000,2343.5000,,6140.8000,2403.4000,,,,,,,2395.2500,,,,,547.9000,10011.9000,-56.7500,,,,,10715.3000,,,1352.9000,77.9500,,,,,,,86.9000,,,,,,,0.0000,1838.0000,,,,360.7000,,,,,SSE PLC
103342,3,GBP,2,2023,2023-09-30,,,526.5000,526.5000,4093.5000,,,22015.6000,6028.8000,,,2545.5000,,26109.1000,,,,,,,,,820.3000,,10011.9000,,,,,902.4000,,,,1509.1500,547.9000,,140.2000,,1441.9000,7592.6000,,140.2000,,,,,,8643.7000,2502.9000,3.4000,,,,,,886.1000,,,216.6500,154.5000,45.5000,,,2122.1000,,246.0000,,,,,,,,2004.1000,1359.2000,,,,,,,527.0000,527.0000,4514.4000,10879.4000,1933.9000,26109.1000,,15393.8000,15393.8000,703.4000,,703.4000,62.1500,,,-24.1500,-62.1500,348.8000,489.0000,,,286.6500,15986.8000,,,,,,,,75.1000,75.1000,2418.6000,2343.5000,,6140.8000,2395.2500,,,,,,,2395.2500,,,,,547.9000,10011.9000,-12.3000,,,,,10715.3000,,,1352.9000,70.0000,,,,,,,86.9000,,,,,,,36.4000,1906.2500,,,,360.7000,,,,,SSE PLC
103342,3,GBP,3,2023,2023-12-31,1830.6000,,1883.8000,1302.7000,5358.9000,,31.6500,22911.3000,6299.8000,,,656.7000,,28270.2000,,,,,,,,,820.1000,,11053.2000,,,,,1045.2000,,,,1198.4000,548.1000,,174.1000,,1128.0000,8005.7000,11997.7000,205.7500,,,,,328.4000,9685.0000,2340.0000,53.6500,,,,,937.7000,1729.7000,,,725.5500,700.7500,40.8000,,,1505.4000,,343.0000,,,,,,,,1963.2000,1526.2000,,,,,,,3076.1000,1245.5000,4860.8000,11606.3000,2063.8000,28270.2000,,16467.1000,16467.1000,749.9000,,749.9000,24.8000,,,-170.2000,-148.0000,1108.9000,1314.6500,94.7500,,960.9000,16611.5000,,,,,,,,117.7000,117.7000,2086.9000,1969.2000,,7345.0000,2928.1000,,,,,,,2833.3500,,,,,548.1000,11053.2000,-120.7000,,,,,11803.1000,,,1536.8000,235.3500,,,,,,,72.2500,,,,,,,0.0000,1613.4500,,581.1000,,415.0500,,,,,SSE PLC
103342,3,GBP,4,2023,2024-03-31,1830.3000,,1883.8000,1302.7000,5358.9000,,31.6500,22911.3000,6299.8000,,,656.7000,,28270.2000,,,,,,,,,820.1000,,11053.2000,,,,,1049.3000,,,,1198.4000,548.1000,,174.1000,,1128.0000,8005.7000,11997.7000,205.7500,,,,,328.4000,9685.0000,2340.0000,53.6500,,,,,937.7000,1729.7000,,,725.5500,700.7500,40.8000,,,1505.4000,,343.0000,,,,,,,,1963.2000,1526.2000,,,,,,,3076.1000,1245.8000,4860.8000,11606.3000,2063.8000,28270.2000,,16467.1000,16467.1000,749.9000,,749.9000,24.8000,,,-170.2000,-148.0000,1108.9000,1314.6500,94.7500,,960.9000,16611.5000,,,,,,,,113.6000,113.6000,2082.8000,1969.2000,,7345.0000,2928.1000,,,,,,,2833.3500,,,,,548.1000,11053.2000,-120.7000,,,,,11803.1000,,,1536.8000,235.3500,,,,,,,72.2500,,,,,,,0.0000,1613.4500,,581.1000,,415.0500,,,,,SSE PLC
103342,3,GBP,1,2024,2024-06-30,,,745.6000,745.6000,4660.7000,,,23920.6000,6459.5000,,,2831.0000,,28581.3000,,,,,,,,,814.0000,,11289.3000,,,,,890.8000,,,,1145.5000,554.2000,,184.3500,,1903.9000,7675.7000,,184.3500,,,,,,9921.1000,2302.4000,-12.5000,,,,,,1088.0000,,,316.3000,297.9000,43.8000,,,2362.1000,,331.3000,,,,,,,,1889.8000,1673.6000,,,,,,,340.9000,340.9000,5075.8000,11434.9000,2119.5000,28581.3000,,16510.7000,16510.7000,781.3000,,781.3000,18.4000,,,-23.8500,-67.6000,490.5500,674.9000,3.8500,,422.9500,17461.1000,,,,,,,,58.4000,58.4000,2693.0000,2634.6000,,7618.7000,2233.5000,,,,,,,2229.6500,,,,,554.2000,11289.3000,-10.8000,,,,,12070.6000,,,1639.7000,106.6500,,,,,,,75.0500,,,,,,,0.0000,1558.6000,,,,413.1000,,,2.3000,,SSE PLC
103342,3,GBP,2,2024,2024-09-30,,,745.6000,745.6000,4660.7000,,,23920.6000,6459.5000,,,2831.0000,,28581.3000,,,,,,,,,814.0000,,11289.3000,,,,,890.8000,,,,1145.5000,554.2000,,184.3500,,1903.9000,7675.7000,,184.3500,,,,,,9921.1000,2302.4000,-12.5000,,,,,,1088.0000,,,316.3000,297.9000,43.8000,,,2362.1000,,331.3000,,,,,,,,1889.8000,1673.6000,,,,,,,340.9000,340.9000,5075.8000,11434.9000,2119.5000,28581.3000,,16510.7000,16510.7000,781.3000,,781.3000,18.4000,,,-23.8500,-67.6000,490.5500,674.9000,3.8500,,422.9500,17461.1000,,,,,,,,58.4000,58.4000,2693.0000,2634.6000,,7618.7000,2233.5000,,,,,,,2229.6500,,,,,554.2000,11289.3000,-10.8000,,,,,12070.6000,,,1639.7000,106.6500,,,,,,,75.0500,,,,,,,0.0000,1558.6000,,,,413.1000,,,2.3000,,SSE PLC
225094,12,EUR,4,2019,2019-12-31,5234.0000,,418.0000,418.0000,10442.0000,,49.0000,3889.0000,2218.0000,,,3119.0000,,14331.0000,,,,,,,,,,,3293.0000,,,,,3061.0000,,,,4035.0000,27.0000,,-44.0000,,159.0000,661.0000,2322.0000,5.0000,,,,,207.0000,3266.0000,-67.0000,-16.0000,,,,,386.0000,615.0000,,,282.0000,283.0000,68.0000,,,1208.0000,,4098.0000,,,,,,,,169.0000,276.0000,,,,,,,6069.0000,835.0000,9347.0000,1639.0000,831.0000,14331.0000,,10986.0000,10986.0000,52.0000,,52.0000,-1.0000,,,-90.0000,-38.0000,404.0000,409.0000,,,366.0000,1671.0000,,,,,,,,877.0000,877.0000,2865.0000,1988.0000,,3333.0000,4650.0000,,,,,,,4650.0000,,,,,27.0000,3293.0000,,,,,,3345.0000,,,147.0000,84.0000,,,,,,,,,,,,,,77.0000,4241.0000,,,,129.0000,,,1599.0000,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2020,2020-03-31,5688.0000,,518.0000,518.0000,10935.0000,,,3950.0000,2302.0000,,,3064.0000,,14885.0000,,,,,,,,,,,3404.0000,,,,,2139.0000,,,,1925.0000,27.0000,,151.0000,,194.0000,674.0000,,151.0000,,,,,,3377.0000,118.0000,7.0000,,,,,389.0000,310.0000,,,-80.0000,-75.0000,,,,1198.0000,,4900.0000,,,,,,,,203.0000,275.0000,,,,,,,6461.0000,773.0000,9719.0000,1717.0000,838.0000,14885.0000,,11436.0000,11436.0000,45.0000,,45.0000,-5.0000,,,-58.0000,-53.0000,-54.0000,97.0000,,,-107.0000,1648.0000,,,,,,,,1366.0000,1366.0000,3378.0000,2012.0000,,3259.0000,2235.0000,,,,,,,2235.0000,,,,,27.0000,3404.0000,-58.0000,,,,,3449.0000,,,205.0000,-27.0000,,,,,,,2.0000,,,,,,,72.0000,2138.0000,,,,141.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,2,2020,2020-06-30,5616.0000,,656.0000,656.0000,11077.0000,,,3857.0000,2183.0000,,,3438.0000,,14934.0000,,,,,,,,,,,3114.0000,,,,,1978.0000,,,,2984.0000,26.0000,,154.0000,,235.0000,698.0000,,154.0000,,,,,,3088.0000,40.0000,-6.0000,,,,,387.0000,557.0000,,,-5.0000,-7.0000,,,,1213.0000,,5121.0000,,,,,,,,173.0000,164.0000,,,,,,,6379.0000,763.0000,10052.0000,1720.0000,833.0000,14934.0000,,11772.0000,11772.0000,48.0000,,48.0000,2.0000,,,-175.0000,-216.0000,209.0000,363.0000,,,-7.0000,1674.0000,,,,,,,,1102.0000,1102.0000,3322.0000,2220.0000,,3048.0000,3541.0000,,,,,,,3541.0000,,,,,26.0000,3114.0000,-175.0000,,,,,3162.0000,,,189.0000,-2.0000,,,,,,,35.0000,,,,,,,64.0000,3178.0000,,,,130.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,3,2020,2020-09-30,5175.0000,,423.0000,423.0000,10596.0000,,,4040.0000,2347.0000,,,3281.0000,,14636.0000,,,,,,,,,,,3342.0000,,,,,2463.0000,,,,3995.0000,26.0000,,163.0000,,210.0000,738.0000,,163.0000,,,,,,3316.0000,-19.0000,1.0000,,,,,383.0000,775.0000,,,290.0000,284.0000,,,,1205.0000,,4404.0000,,,,,,,,177.0000,161.0000,,,,,,,5898.0000,723.0000,9389.0000,1853.0000,877.0000,14636.0000,,11242.0000,11242.0000,52.0000,,52.0000,6.0000,,,6.0000,-21.0000,412.0000,575.0000,,,391.0000,1693.0000,,,,,,,,914.0000,914.0000,3306.0000,2392.0000,,3335.0000,4770.0000,,,,,,,4770.0000,,,,,26.0000,3342.0000,6.0000,,,,,3394.0000,,,238.0000,101.0000,,,,,,,28.0000,,,,,,,67.0000,4195.0000,,,,133.0000,,,,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,4,2020,2020-12-31,6137.0000,,369.0000,369.0000,12247.0000,,69.0000,5913.0000,3891.0000,,,3608.0000,,18160.0000,,,,,,,,,,,4654.0000,,,,,3174.0000,,,,3904.0000,27.0000,,-75.0000,,487.0000,867.0000,2520.0000,-6.0000,,,,,228.0000,4627.0000,-146.0000,329.0000,,,,,1274.0000,369.0000,,,566.0000,563.0000,41.0000,,,2888.0000,,5289.0000,,,,,,,,57.0000,169.0000,,,,,,,7137.0000,1000.0000,11232.0000,2225.0000,1200.0000,18160.0000,,13457.0000,13457.0000,49.0000,,49.0000,3.0000,,,93.0000,463.0000,194.0000,188.0000,,,657.0000,2022.0000,,,,,,,,1102.0000,1102.0000,3415.0000,2313.0000,,4773.0000,4273.0000,,,,,,,4273.0000,,,,,27.0000,4654.0000,164.0000,,,,,4703.0000,,,158.0000,91.0000,,,,,,,,,,,,,,62.0000,4085.0000,,,,119.0000,,,1502.0000,,VESTAS WIND SYSTEMS A/S
225094,12,EUR,1,2021,2021-03-31,7171.0000,,537.0000,537.0000,12384.0000,,,6714.0000,4616.0000,,,3526.0000,,19098.0000,,,,,,,,,,,4633.0000,,,,,1677.0000,,,,1566.0000,27.0000,,207.0000,,223.0000,1225.0000,,207.0000,,,,,,4606.0000,-100.0000,12.0000,,,,,1279.0000,396.0000,,,-57.0000,-61.0000,,,,2896.0000,,6723.0000,,,,,,,,595.0000,288.0000,,,,,,,8094.0000,923.0000,11843.0000,2559.0000,1166.0000,19098.0000,,14402.0000,14402.0000,63.0000,,63.0000,4.0000,,,,-6.0000,-71.0000,136.0000,,,-77.0000,2098.0000,,,,,,,,1235.0000,1235.0000,3447.0000,2212.0000,,4706.0000,1962.0000,,,,,,,1962.0000,,,,,27.0000,4633.0000,,,,,,4696.0000,,,168.0000,-20.0000,,,,,,,18.0000,,,,,,,87.0000,1826.0000,,,,173.0000,,,,,VESTAS WIND SYSTEMS A/S
