Effect date,Internal code,ISIN code,Symbol,Instrument name,MIC,CurrencyCode,Previous Close Price,Open Price,Open Price Time,High Price,High Price Time,Low Price,Low Price Time,Close Price,Close Price Time,filename,date_inserted,Exchange Name,Instrument Type,PriceUnit,Trading Group,ID
2022-05-06,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,,2927.2,0 days 09:00:02,2927.2,0 days 09:00:02,2843.28,0 days 16:13:30,2858.51,0 days 18:05:02,EuronextIndices-EOD-20220506.csv.zip,2023-01-05,Oslo,index,,86,34273
2022-05-09,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2858.51,2858.51,0 days 09:00:02,2858.51,0 days 09:00:02,2789.16,0 days 16:25:30,2789.16,0 days 18:05:02,EuronextIndices-EOD-20220509.csv.zip,2023-01-05,Oslo,index,,86,34639
2022-05-10,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2789.16,2789.28,0 days 09:00:02,2799.43,0 days 16:00:00,2738.17,0 days 09:15:45,2787.28,0 days 18:05:02,EuronextIndices-EOD-20220510.csv.zip,2023-01-05,Oslo,index,,86,34685
2022-05-11,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2787.28,2809.73,0 days 09:00:02,2815.63,0 days 13:51:45,2774.36,0 days 09:32:30,2809.55,0 days 18:05:02,EuronextIndices-EOD-20220511.csv.zip,2023-01-05,Oslo,index,,86,26038
2022-05-12,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2809.55,2817.59,0 days 09:00:03,2817.59,0 days 09:00:03,2742.29,0 days 09:22:15,2787.78,0 days 18:05:01,EuronextIndices-EOD-20220512.csv.zip,2023-01-05,Oslo,index,,86,34764
2022-05-13,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2787.78,2788.6,0 days 09:00:02,2861.79,0 days 16:25:30,2788.6,0 days 09:00:02,2861.61,0 days 18:05:02,EuronextIndices-EOD-20220513.csv.zip,2023-01-05,Oslo,index,,86,26139
2022-05-16,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2861.61,2864.38,0 days 09:00:04,2882.32,0 days 16:13:00,2856.62,0 days 09:07:30,2877.5,0 days 18:05:02,EuronextIndices-EOD-20220516.csv.zip,2023-01-05,Oslo,index,,86,34843
2022-05-18,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2877.5,2878.13,0 days 09:00:02,2923.66,0 days 09:04:00,2878.13,0 days 09:00:02,2899.45,0 days 18:05:02,EuronextIndices-EOD-20220518.csv.zip,2023-01-05,Oslo,index,,86,26233
2022-05-19,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2899.45,2899.13,0 days 09:00:02,2899.13,0 days 09:00:02,2842.2,0 days 11:41:45,2877.82,0 days 18:05:02,EuronextIndices-EOD-20220519.csv.zip,2023-01-05,Oslo,index,,86,34932
2022-05-20,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2877.82,2881.05,0 days 09:00:03,2924.44,0 days 15:27:30,2881.05,0 days 09:00:03,2914.87,0 days 18:05:02,EuronextIndices-EOD-20220520.csv.zip,2023-01-05,Oslo,index,,86,26638
2022-05-23,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2914.87,2915.13,0 days 09:00:02,2940.8,0 days 15:52:45,2903.2,0 days 09:44:45,2937.11,0 days 18:05:01,EuronextIndices-EOD-20220523.csv.zip,2023-01-05,Oslo,index,,86,35343
2022-05-24,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2937.11,2940.56,0 days 09:00:03,2950.36,0 days 10:39:00,2919.23,0 days 09:29:00,2929.71,0 days 18:05:02,EuronextIndices-EOD-20220524.csv.zip,2023-01-05,Oslo,index,,86,35396
2022-05-25,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2929.71,2929.88,0 days 09:00:02,2952.06,0 days 09:10:00,2929.88,0 days 09:00:02,2947.65,0 days 18:05:02,EuronextIndices-EOD-20220525.csv.zip,2023-01-05,Oslo,index,,86,26773
2022-05-27,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2947.65,2946.37,0 days 09:00:02,2999.64,0 days 10:36:15,2946.37,0 days 09:00:02,2996.58,0 days 18:05:02,EuronextIndices-EOD-20220527.csv.zip,2023-01-05,Oslo,index,,86,26819
2022-05-30,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2996.58,2997.13,0 days 09:00:02,3018.84,0 days 09:00:30,2979.19,0 days 13:24:00,2989.69,0 days 18:05:02,EuronextIndices-EOD-20220530.csv.zip,2023-01-05,Oslo,index,,86,26859
2022-05-31,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2989.69,2988.89,0 days 09:00:02,3001.43,0 days 16:25:45,2957.49,0 days 09:21:15,3001.43,0 days 18:05:02,EuronextIndices-EOD-20220531.csv.zip,2023-01-05,Oslo,index,,86,26904
2022-06-01,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3001.43,3001.53,0 days 09:00:03,3004.9,0 days 09:00:30,2969.23,0 days 16:25:15,2969.8,0 days 18:05:02,EuronextIndices-EOD-20220601.csv.zip,2023-01-05,Oslo,index,,86,35920
2022-06-02,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2969.8,2969.76,0 days 09:00:04,2980.93,0 days 16:18:00,2956.87,0 days 10:16:30,2974.85,0 days 18:05:02,EuronextIndices-EOD-20220602.csv.zip,2023-01-05,Oslo,index,,86,27325
2022-06-03,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2974.85,2975.19,0 days 09:00:02,2990.79,0 days 09:00:30,2952.7,0 days 13:20:30,2964.74,0 days 18:05:02,EuronextIndices-EOD-20220603.csv.zip,2023-01-05,Oslo,index,,86,27370
2022-06-07,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2964.74,2962.79,0 days 09:00:03,2964.67,0 days 09:00:15,2927.1,0 days 13:12:15,2954.32,0 days 18:05:02,EuronextIndices-EOD-20220607.csv.zip,2023-01-05,Oslo,index,,86,27413
2022-06-08,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2954.32,2954.32,0 days 09:00:02,2967.44,0 days 09:02:30,2934.94,0 days 15:38:30,2945.54,0 days 18:05:02,EuronextIndices-EOD-20220608.csv.zip,2023-01-05,Oslo,index,,86,27460
2022-06-09,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2945.54,2945.42,0 days 09:00:04,2945.42,0 days 09:00:04,2916.87,0 days 15:47:15,2927.5,0 days 18:05:02,EuronextIndices-EOD-20220609.csv.zip,2023-01-05,Oslo,index,,86,36139
2022-06-10,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2927.5,2926.71,0 days 09:00:04,2926.71,0 days 09:00:04,2850.37,0 days 16:20:00,2851.08,0 days 18:05:02,EuronextIndices-EOD-20220610.csv.zip,2023-01-05,Oslo,index,,86,27551
2022-06-13,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2851.08,2850.28,0 days 09:00:02,2850.28,0 days 09:00:02,2765.32,0 days 11:43:45,2776.66,0 days 18:05:02,EuronextIndices-EOD-20220613.csv.zip,2023-01-05,Oslo,index,,86,36559
2022-06-14,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2776.66,2777.13,0 days 09:00:03,2814.79,0 days 09:07:30,2758.1,0 days 12:25:45,2791.4,0 days 18:05:02,EuronextIndices-EOD-20220614.csv.zip,2023-01-05,Oslo,index,,86,27954
2022-06-15,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2791.4,2791.04,0 days 09:00:03,2817.73,0 days 16:17:30,2755.83,0 days 09:48:45,2816.05,0 days 18:05:02,EuronextIndices-EOD-20220615.csv.zip,2023-01-05,Oslo,index,,86,36640
2022-06-16,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2816.05,2816.56,0 days 09:00:02,2819.8,0 days 09:03:00,2729.51,0 days 15:57:15,2730.03,0 days 18:05:02,EuronextIndices-EOD-20220616.csv.zip,2023-01-05,Oslo,index,,86,36688
2022-06-17,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2730.03,2730.08,0 days 09:00:02,2783.81,0 days 10:41:30,2718.09,0 days 09:19:45,2745.74,0 days 18:05:02,EuronextIndices-EOD-20220617.csv.zip,2023-01-05,Oslo,index,,86,28095
2022-06-20,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2745.74,2746.27,0 days 09:00:03,2799.68,0 days 16:25:30,2743.12,0 days 09:18:00,2799.68,0 days 18:05:02,EuronextIndices-EOD-20220620.csv.zip,2023-01-05,Oslo,index,,86,36767
2022-06-21,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2799.68,2800.73,0 days 09:00:02,2821.72,0 days 10:05:30,2765.04,0 days 14:55:30,2771.36,0 days 18:05:02,EuronextIndices-EOD-20220621.csv.zip,2023-01-05,Oslo,index,,86,28194
2022-06-22,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2771.36,2770.34,0 days 09:00:02,2770.34,0 days 09:00:02,2691.45,0 days 11:36:15,2706.34,0 days 18:05:02,EuronextIndices-EOD-20220622.csv.zip,2023-01-05,Oslo,index,,86,36856
2022-06-23,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2706.34,2705.99,0 days 09:00:02,2715.58,0 days 13:24:45,2663.29,0 days 10:05:15,2690.98,0 days 18:05:02,EuronextIndices-EOD-20220623.csv.zip,2023-01-05,Oslo,index,,86,36903
2022-06-24,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2690.98,2691.62,0 days 09:00:02,2727.09,0 days 16:25:15,2690.26,0 days 09:02:00,2726.44,0 days 18:05:02,EuronextIndices-EOD-20220624.csv.zip,2023-01-05,Oslo,index,,86,28638
2022-06-27,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2726.44,2726.63,0 days 09:00:03,2775.93,0 days 13:55:00,2726.63,0 days 09:00:03,2768.08,0 days 18:05:02,EuronextIndices-EOD-20220627.csv.zip,2023-01-05,Oslo,index,,86,28676
2022-06-28,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2768.08,2768.08,0 days 09:00:02,2809.8,0 days 16:25:30,2768.08,0 days 09:00:02,2809.72,0 days 18:05:02,EuronextIndices-EOD-20220628.csv.zip,2023-01-05,Oslo,index,,86,37054
2022-06-29,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2809.72,2809.76,0 days 09:00:02,2809.76,0 days 09:00:02,2762.77,0 days 16:20:00,2767.89,0 days 18:05:02,EuronextIndices-EOD-20220629.csv.zip,2023-01-05,Oslo,index,,86,37096
2022-06-30,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2767.89,2766.37,0 days 09:00:02,2766.37,0 days 09:00:02,2712.78,0 days 16:20:00,2716.11,0 days 18:05:02,EuronextIndices-EOD-20220630.csv.zip,2023-01-05,Oslo,index,,86,37142
2022-07-01,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2716.11,2716.08,0 days 09:00:02,2746.74,0 days 16:01:15,2705.48,0 days 09:19:45,2729.47,0 days 18:05:02,EuronextIndices-EOD-20220701.csv.zip,2023-01-05,Oslo,index,,86,29171
2022-07-04,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2729.47,2729.28,0 days 09:00:02,2776.33,0 days 15:57:15,2729.28,0 days 09:00:02,2771.51,0 days 18:05:02,EuronextIndices-EOD-20220704.csv.zip,2023-01-05,Oslo,index,,86,29212
2022-07-05,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2771.51,2771.51,0 days 09:00:02,2787.31,0 days 09:03:00,2706.35,0 days 15:21:15,2717.08,0 days 18:05:02,EuronextIndices-EOD-20220705.csv.zip,2023-01-05,Oslo,index,,86,29254
2022-07-06,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2717.08,2717.01,0 days 09:00:03,2755.24,0 days 09:38:00,2717.01,0 days 09:00:03,2719.38,0 days 18:05:02,EuronextIndices-EOD-20220706.csv.zip,2023-01-05,Oslo,index,,86,29299
2022-07-07,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2719.38,2720.12,0 days 09:00:02,2798.35,0 days 15:55:30,2720.12,0 days 09:00:02,2791.73,0 days 18:05:02,EuronextIndices-EOD-20220707.csv.zip,2023-01-05,Oslo,index,,86,37359
2022-07-08,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2791.73,2791.49,0 days 09:00:02,2797.9,0 days 10:15:45,2768.09,0 days 12:54:30,2782.76,0 days 18:05:02,EuronextIndices-EOD-20220708.csv.zip,2023-01-05,Oslo,index,,86,37407
2022-07-11,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2782.76,2782.44,0 days 09:00:03,2806.26,0 days 13:19:15,2752.76,0 days 09:04:00,2785.74,0 days 18:05:02,EuronextIndices-EOD-20220711.csv.zip,2023-01-05,Oslo,index,,86,29435
2022-07-12,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2785.74,2785.7,0 days 09:00:03,2798.68,0 days 15:38:30,2766.82,0 days 09:30:30,2795.83,0 days 18:05:02,EuronextIndices-EOD-20220712.csv.zip,2023-01-05,Oslo,index,,86,29479
2022-07-13,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2795.83,2796.23,0 days 09:00:06,2809.8,0 days 09:00:45,2739.72,0 days 16:19:15,2741.38,0 days 18:05:02,EuronextIndices-EOD-20220713.csv.zip,2023-01-05,Oslo,index,,86,37551
2022-07-14,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2741.38,2741.89,0 days 09:00:03,2764.42,0 days 09:05:45,2700.72,0 days 15:52:30,2704.48,0 days 18:05:02,EuronextIndices-EOD-20220714.csv.zip,2023-01-05,Oslo,index,,86,29876
2022-07-15,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2704.48,2706.77,0 days 09:00:02,2726.07,0 days 10:54:15,2688.61,0 days 09:15:15,2720.88,0 days 18:05:02,EuronextIndices-EOD-20220715.csv.zip,2023-01-05,Oslo,index,,86,37642
2022-07-18,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2720.88,2721.06,0 days 09:00:02,2773.68,0 days 16:03:45,2721.06,0 days 09:00:02,2773.21,0 days 18:05:02,EuronextIndices-EOD-20220718.csv.zip,2023-01-05,Oslo,index,,86,29969
2022-07-19,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2773.21,2773.07,0 days 09:00:02,2782.91,0 days 16:25:30,2744.77,0 days 09:34:45,2782.91,0 days 18:05:02,EuronextIndices-EOD-20220719.csv.zip,2023-01-05,Oslo,index,,86,30011
2022-07-20,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2782.91,2782.85,0 days 09:00:02,2807.14,0 days 11:39:00,2779.16,0 days 14:37:45,2794.89,0 days 18:05:02,EuronextIndices-EOD-20220720.csv.zip,2023-01-05,Oslo,index,,86,37776
2022-07-21,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2794.89,2795.07,0 days 09:00:02,2795.79,0 days 09:22:30,2765.69,0 days 15:23:45,2772.69,0 days 18:05:02,EuronextIndices-EOD-20220721.csv.zip,2023-01-05,Oslo,index,,86,37818
2022-07-22,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2772.69,2772.81,0 days 09:00:02,2813.5,0 days 15:40:00,2772.24,0 days 09:07:30,2807.8,0 days 18:05:02,EuronextIndices-EOD-20220722.csv.zip,2023-01-05,Oslo,index,,86,37859
2022-07-25,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2807.8,2807.8,0 days 09:00:01,2807.8,0 days 09:00:01,2787.49,0 days 10:14:30,2802.01,0 days 18:05:02,EuronextIndices-EOD-20220725.csv.zip,2023-01-05,Oslo,index,,86,30513
2022-07-26,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2802.01,2802.04,0 days 09:00:02,2815.64,0 days 09:01:45,2784.44,0 days 12:42:00,2789.51,0 days 18:05:02,EuronextIndices-EOD-20220726.csv.zip,2023-01-05,Oslo,index,,86,37946
2022-07-27,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2789.51,2789.51,0 days 09:00:02,2821.11,0 days 16:25:15,2789.51,0 days 09:00:02,2821.03,0 days 18:05:02,EuronextIndices-EOD-20220727.csv.zip,2023-01-05,Oslo,index,,86,37990
2022-07-28,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2821.03,2821.67,0 days 09:00:02,2854.91,0 days 09:06:30,2821.67,0 days 09:00:02,2828.97,0 days 18:05:02,EuronextIndices-EOD-20220728.csv.zip,2023-01-05,Oslo,index,,86,38044
2022-07-29,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2828.97,2828.72,0 days 09:00:04,2890.25,0 days 16:25:30,2828.72,0 days 09:00:04,2890.25,0 days 18:05:02,EuronextIndices-EOD-20220729.csv.zip,2023-01-05,Oslo,index,,86,38094
2022-08-01,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2890.25,2890.39,0 days 09:00:03,2918.09,0 days 10:13:30,2873.91,0 days 15:37:45,2886.64,0 days 18:05:02,EuronextIndices-EOD-20220801.csv.zip,2023-01-05,Oslo,index,,86,30734
2022-08-02,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2886.64,2885.88,0 days 09:00:02,2892.73,0 days 15:47:15,2862.01,0 days 09:18:45,2886.9,0 days 18:05:02,EuronextIndices-EOD-20220802.csv.zip,2023-01-05,Oslo,index,,86,31099
2022-08-03,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2886.9,2886.73,0 days 09:00:05,2905.1,0 days 10:43:15,2880.4,0 days 15:53:15,2885.65,0 days 18:05:02,EuronextIndices-EOD-20220803.csv.zip,2023-01-05,Oslo,index,,86,31146
2022-08-04,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2885.65,2886.03,0 days 09:00:02,2914.91,0 days 12:43:15,2882.81,0 days 09:13:15,2897.84,0 days 18:05:02,EuronextIndices-EOD-20220804.csv.zip,2023-01-05,Oslo,index,,86,31197
2022-08-05,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2897.84,2897.94,0 days 09:00:02,2905.51,0 days 16:17:00,2871.88,0 days 15:18:30,2901.03,0 days 18:05:02,EuronextIndices-EOD-20220805.csv.zip,2023-01-05,Oslo,index,,86,38291
2022-08-08,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2901.03,2901.15,0 days 09:00:02,2913.86,0 days 09:03:45,2878.22,0 days 09:54:00,2900.41,0 days 18:05:02,EuronextIndices-EOD-20220808.csv.zip,2023-01-05,Oslo,index,,86,38335
2022-08-09,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2900.41,2900.27,0 days 09:00:02,2904.13,0 days 13:38:45,2886.33,0 days 10:01:30,2902.87,0 days 18:05:02,EuronextIndices-EOD-20220809.csv.zip,2023-01-05,Oslo,index,,86,31340
2022-08-10,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2902.87,2903.02,0 days 09:00:04,2919.49,0 days 15:29:30,2870.62,0 days 09:11:15,2913.92,0 days 18:05:02,EuronextIndices-EOD-20220810.csv.zip,2023-01-05,Oslo,index,,86,38429
2022-08-11,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2913.92,2914.04,0 days 09:00:02,2941.39,0 days 09:27:30,2914.04,0 days 09:00:02,2934.21,0 days 18:05:02,EuronextIndices-EOD-20220811.csv.zip,2023-01-05,Oslo,index,,86,38462
2022-08-12,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2934.21,2934.03,0 days 09:00:02,2938.6,0 days 13:58:00,2924.73,0 days 13:07:30,2932.18,0 days 18:05:02,EuronextIndices-EOD-20220812.csv.zip,2023-01-05,Oslo,index,,86,38509
2022-08-15,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2932.18,2932.96,0 days 09:00:02,2945.71,0 days 09:09:30,2899.23,0 days 14:58:00,2911.95,0 days 18:05:02,EuronextIndices-EOD-20220815.csv.zip,2023-01-05,Oslo,index,,86,31841
2022-08-16,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2911.95,2912.43,0 days 09:00:03,2932.97,0 days 14:14:30,2912.43,0 days 09:00:03,2922.32,0 days 18:05:02,EuronextIndices-EOD-20220816.csv.zip,2023-01-05,Oslo,index,,86,38588
2022-08-17,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2922.32,2922.56,0 days 09:00:02,2922.56,0 days 09:00:02,2885.15,0 days 14:33:00,2894.13,0 days 18:05:02,EuronextIndices-EOD-20220817.csv.zip,2023-01-05,Oslo,index,,86,38633
2022-08-18,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2894.13,2893.85,0 days 09:00:02,2912.32,0 days 13:41:15,2878.87,0 days 09:05:15,2911.42,0 days 18:05:02,EuronextIndices-EOD-20220818.csv.zip,2023-01-05,Oslo,index,,86,31990
2022-08-19,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2911.42,2911.53,0 days 09:00:02,2914.34,0 days 09:13:15,2892.42,0 days 11:06:30,2908.24,0 days 18:05:02,EuronextIndices-EOD-20220819.csv.zip,2023-01-05,Oslo,index,,86,38721
2022-08-22,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2908.24,2907.75,0 days 09:00:02,2907.75,0 days 09:00:02,2861.53,0 days 16:18:30,2864.52,0 days 18:05:02,EuronextIndices-EOD-20220822.csv.zip,2023-01-05,Oslo,index,,86,38771
2022-08-23,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2864.52,2864.52,0 days 09:00:02,2881.13,0 days 09:57:45,2854.83,0 days 09:01:15,2879.95,0 days 18:05:02,EuronextIndices-EOD-20220823.csv.zip,2023-01-05,Oslo,index,,86,32433
2022-08-24,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2879.95,2866.62,0 days 09:00:02,2878.97,0 days 09:03:15,2845.29,0 days 09:34:45,2863.54,0 days 18:05:02,EuronextIndices-EOD-20220824.csv.zip,2023-01-05,Oslo,index,,86,38858
2022-08-25,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2863.54,2863.75,0 days 09:00:02,2882.07,0 days 16:00:30,2860.61,0 days 11:50:45,2876.59,0 days 18:05:02,EuronextIndices-EOD-20220825.csv.zip,2023-01-05,Oslo,index,,86,38915
2022-08-26,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2876.59,2876.87,0 days 09:00:03,2885.85,0 days 09:26:30,2840.12,0 days 16:06:15,2844.83,0 days 18:05:02,EuronextIndices-EOD-20220826.csv.zip,2023-01-05,Oslo,index,,86,32560
2022-08-29,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2844.83,2842.54,0 days 09:00:02,2842.54,0 days 09:00:02,2778.49,0 days 13:11:00,2804.97,0 days 18:05:02,EuronextIndices-EOD-20220829.csv.zip,2023-01-05,Oslo,index,,86,32608
2022-08-30,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2804.97,2809.69,0 days 09:00:02,2833.0,0 days 09:19:30,2804.34,0 days 16:13:15,2804.48,0 days 18:05:02,EuronextIndices-EOD-20220830.csv.zip,2023-01-05,Oslo,index,,86,39037
2022-08-31,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2804.48,2804.33,0 days 09:00:02,2827.21,0 days 16:25:30,2795.06,0 days 11:20:15,2827.21,0 days 18:05:02,EuronextIndices-EOD-20220831.csv.zip,2023-01-05,Oslo,index,,86,39083
2022-09-01,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2827.21,2827.09,0 days 09:00:03,2827.09,0 days 09:00:03,2772.63,0 days 10:54:30,2789.42,0 days 18:05:02,EuronextIndices-EOD-20220901.csv.zip,2023-01-05,Oslo,index,,86,39121
2022-09-02,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2789.42,2792.14,0 days 09:00:03,2805.0,0 days 14:39:45,2779.32,0 days 12:33:00,2799.6,0 days 18:05:02,EuronextIndices-EOD-20220902.csv.zip,2023-01-05,Oslo,index,,86,33120
2022-09-05,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2799.6,2799.21,0 days 09:00:04,2799.21,0 days 09:00:04,2759.25,0 days 10:15:15,2774.7,0 days 18:05:02,EuronextIndices-EOD-20220905.csv.zip,2023-01-05,Oslo,index,,86,33158
2022-09-06,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2774.7,2777.15,0 days 09:00:03,2783.46,0 days 09:23:45,2721.7,0 days 16:25:30,2721.74,0 days 18:05:02,EuronextIndices-EOD-20220906.csv.zip,2023-01-05,Oslo,index,,86,33209
2022-09-07,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2721.74,2721.66,0 days 09:00:02,2721.66,0 days 09:00:02,2678.96,0 days 09:38:15,2699.89,0 days 18:05:02,EuronextIndices-EOD-20220907.csv.zip,2023-01-05,Oslo,index,,86,39302
2022-09-08,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2699.89,2699.96,0 days 09:00:03,2735.51,0 days 09:16:45,2693.96,0 days 15:25:45,2717.51,0 days 18:05:02,EuronextIndices-EOD-20220908.csv.zip,2023-01-05,Oslo,index,,86,33292
2022-09-09,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2717.51,2718.62,0 days 09:00:02,2779.58,0 days 10:51:30,2718.62,0 days 09:00:02,2777.79,0 days 18:05:02,EuronextIndices-EOD-20220909.csv.zip,2023-01-05,Oslo,index,,86,33659
2022-09-12,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2777.79,2777.83,0 days 09:00:02,2808.06,0 days 16:25:45,2777.83,0 days 09:00:02,2808.06,0 days 18:05:02,EuronextIndices-EOD-20220912.csv.zip,2023-01-05,Oslo,index,,86,33702
2022-09-13,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2808.06,2807.26,0 days 09:00:02,2830.87,0 days 14:28:15,2772.82,0 days 15:23:45,2793.58,0 days 18:05:02,EuronextIndices-EOD-20220913.csv.zip,2023-01-05,Oslo,index,,86,33748
2022-09-14,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2793.58,2793.22,0 days 09:00:02,2793.22,0 days 09:00:02,2751.83,0 days 14:01:00,2754.95,0 days 18:05:02,EuronextIndices-EOD-20220914.csv.zip,2023-01-05,Oslo,index,,86,39526
2022-09-15,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2754.95,2755.84,0 days 09:00:02,2775.53,0 days 09:29:15,2743.72,0 days 15:36:15,2759.45,0 days 18:05:02,EuronextIndices-EOD-20220915.csv.zip,2023-01-05,Oslo,index,,86,33834
2022-09-16,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2759.45,2759.55,0 days 09:00:02,2759.55,0 days 09:00:02,2672.71,0 days 16:00:00,2678.14,0 days 18:05:02,EuronextIndices-EOD-20220916.csv.zip,2023-01-05,Oslo,index,,86,33878
2022-09-19,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2678.14,2677.82,0 days 09:00:02,2677.82,0 days 09:00:02,2598.81,0 days 12:07:45,2666.99,0 days 18:05:02,EuronextIndices-EOD-20220919.csv.zip,2023-01-05,Oslo,index,,86,33920
2022-09-20,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,2666.99,2666.99,0 days 09:00:02,2694.15,0 days 09:10:15,2638.71,0 days 15:39:00,2646.61,0 days 18:05:02,EuronextIndices-EOD-20220920.csv.zip,2023-01-05,Oslo,index,,86,39701
