Effect date,Internal code,ISIN code,Symbol,Instrument name,MIC,CurrencyCode,Previous Close Price,Open Price,Open Price Time,High Price,High Price Time,Low Price,Low Price Time,Close Price,Close Price Time,filename,date_inserted,Exchange Name,Instrument Type,PriceUnit,Trading Group,ID
2024-08-14,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3693.64,3693.64,0 days 09:00:02,3728.62,0 days 16:25:45,3693.64,0 days 09:00:02,3728.62,0 days 18:05:02,EuronextIndices-EOD-20240814.csv.zip,2024-10-01,Oslo,index,,86,61210
2024-08-15,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3728.62,3728.62,0 days 09:00:02,3732.75,0 days 15:37:15,3708.74,0 days 11:46:45,3719.18,0 days 18:05:02,EuronextIndices-EOD-20240815.csv.zip,2024-10-01,Oslo,index,,86,61256
2024-08-16,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3719.18,3719.58,0 days 09:00:02,3741.95,0 days 09:14:45,3717.44,0 days 14:49:00,3733.08,0 days 18:05:02,EuronextIndices-EOD-20240816.csv.zip,2024-10-01,Oslo,index,,86,61305
2024-08-19,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3733.08,3736.09,0 days 09:00:02,3744.0,0 days 16:25:15,3716.27,0 days 09:22:00,3743.91,0 days 18:05:02,EuronextIndices-EOD-20240819.csv.zip,2024-10-01,Oslo,index,,86,81546
2024-08-20,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3743.91,3744.04,0 days 09:00:02,3744.04,0 days 09:00:02,3693.76,0 days 13:34:30,3696.67,0 days 18:05:02,EuronextIndices-EOD-20240820.csv.zip,2024-10-01,Oslo,index,,86,81594
2024-08-21,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3696.67,3696.67,0 days 09:00:03,3709.1,0 days 09:26:30,3694.03,0 days 16:15:15,3697.42,0 days 18:05:02,EuronextIndices-EOD-20240821.csv.zip,2024-10-01,Oslo,index,,86,81635
2024-08-22,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3697.42,3697.25,0 days 09:00:02,3711.55,0 days 15:45:30,3679.5,0 days 09:33:45,3704.79,0 days 18:05:02,EuronextIndices-EOD-20240822.csv.zip,2024-10-01,Oslo,index,,86,61489
2024-08-23,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3704.79,3704.79,0 days 09:00:02,3730.11,0 days 16:14:15,3704.79,0 days 09:00:02,3729.29,0 days 18:05:02,EuronextIndices-EOD-20240823.csv.zip,2024-10-01,Oslo,index,,86,81728
2024-08-26,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3729.29,3729.56,0 days 09:00:02,3749.4,0 days 15:53:15,3721.68,0 days 09:00:15,3739.89,0 days 18:05:02,EuronextIndices-EOD-20240826.csv.zip,2024-10-01,Oslo,index,,86,61565
2024-08-27,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3739.89,3739.89,0 days 09:00:02,3744.14,0 days 10:37:30,3725.19,0 days 15:43:30,3728.14,0 days 18:05:02,EuronextIndices-EOD-20240827.csv.zip,2024-10-01,Oslo,index,,86,81815
2024-08-28,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3728.14,3728.14,0 days 09:00:02,3728.58,0 days 09:01:15,3706.98,0 days 14:51:00,3710.17,0 days 18:05:02,EuronextIndices-EOD-20240828.csv.zip,2024-10-01,Oslo,index,,86,81850
2024-08-29,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3710.17,3711.09,0 days 09:00:02,3718.34,0 days 15:31:30,3698.87,0 days 09:02:15,3714.68,0 days 18:05:02,EuronextIndices-EOD-20240829.csv.zip,2024-10-01,Oslo,index,,86,82231
2024-08-30,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3714.68,3715.48,0 days 09:00:03,3752.06,0 days 14:46:45,3715.48,0 days 09:00:03,3751.97,0 days 18:05:02,EuronextIndices-EOD-20240830.csv.zip,2024-10-01,Oslo,index,,86,82282
2024-09-02,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3751.97,3755.89,0 days 09:00:02,3755.89,0 days 09:00:02,3716.84,0 days 09:30:15,3722.7,0 days 18:05:02,EuronextIndices-EOD-20240902.csv.zip,2024-10-01,Oslo,index,,86,82332
2024-09-03,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3722.7,3722.6,0 days 09:00:02,3726.02,0 days 09:01:45,3647.88,0 days 16:25:45,3647.88,0 days 18:05:01,EuronextIndices-EOD-20240903.csv.zip,2024-10-01,Oslo,index,,86,82019
2024-09-04,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3647.88,3647.31,0 days 09:00:03,3662.69,0 days 15:38:45,3608.67,0 days 09:01:00,3654.75,0 days 18:05:02,EuronextIndices-EOD-20240904.csv.zip,2024-10-01,Oslo,index,,86,82062
2024-09-05,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3654.75,3654.47,0 days 09:00:02,3664.32,0 days 16:05:30,3644.55,0 days 09:01:30,3657.6,0 days 18:05:02,EuronextIndices-EOD-20240905.csv.zip,2024-10-01,Oslo,index,,86,82468
2024-09-06,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3657.6,3656.83,0 days 09:00:02,3656.83,0 days 09:00:02,3627.54,0 days 09:20:30,3643.52,0 days 18:05:02,EuronextIndices-EOD-20240906.csv.zip,2024-10-01,Oslo,index,,86,82512
2024-09-09,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3643.52,3645.7,0 days 09:00:02,3674.43,0 days 16:20:15,3640.71,0 days 09:00:30,3672.85,0 days 18:05:02,EuronextIndices-EOD-20240909.csv.zip,2024-10-01,Oslo,index,,86,82548
2024-09-10,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3672.85,3673.83,0 days 09:00:03,3698.53,0 days 09:44:00,3648.54,0 days 16:25:30,3648.54,0 days 18:05:02,EuronextIndices-EOD-20240910.csv.zip,2024-10-01,Oslo,index,,86,83373
2024-09-11,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3648.54,3648.25,0 days 09:00:02,3680.11,0 days 15:04:30,3648.25,0 days 09:00:02,3655.86,0 days 18:05:02,EuronextIndices-EOD-20240911.csv.zip,2024-10-01,Oslo,index,,86,83418
2024-09-12,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3655.86,3655.96,0 days 09:00:02,3702.28,0 days 09:36:30,3655.96,0 days 09:00:02,3690.26,0 days 18:05:02,EuronextIndices-EOD-20240912.csv.zip,2024-10-01,Oslo,index,,86,82682
2024-09-13,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3690.26,3690.26,0 days 09:00:02,3713.64,0 days 16:25:45,3682.41,0 days 09:02:30,3713.64,0 days 18:05:02,EuronextIndices-EOD-20240913.csv.zip,2024-10-01,Oslo,index,,86,82725
2024-09-16,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3713.64,3713.36,0 days 09:00:02,3737.38,0 days 16:19:15,3697.05,0 days 09:02:45,3734.7,0 days 18:05:02,EuronextIndices-EOD-20240916.csv.zip,2024-10-01,Oslo,index,,86,82762
2024-09-17,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3734.7,3734.78,0 days 09:00:02,3756.83,0 days 09:21:15,3712.71,0 days 15:46:15,3715.97,0 days 18:05:02,EuronextIndices-EOD-20240917.csv.zip,2024-10-01,Oslo,index,,86,83610
2024-09-18,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3715.97,3716.28,0 days 09:00:02,3719.72,0 days 09:01:45,3696.85,0 days 15:37:15,3703.33,0 days 18:05:01,EuronextIndices-EOD-20240918.csv.zip,2024-10-01,Oslo,index,,86,82848
2024-09-19,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3703.33,3703.08,0 days 09:00:05,3753.0,0 days 15:15:00,3703.08,0 days 09:00:05,3736.64,0 days 18:05:02,EuronextIndices-EOD-20240919.csv.zip,2024-10-01,Oslo,index,,86,83686
2024-09-20,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3736.64,3736.41,0 days 09:00:04,3751.71,0 days 09:06:45,3725.75,0 days 11:44:45,3742.15,0 days 18:05:02,EuronextIndices-EOD-20240920.csv.zip,2024-10-01,Oslo,index,,86,83727
2024-09-23,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3742.15,3741.83,0 days 09:00:04,3747.91,0 days 16:19:30,3724.41,0 days 09:24:45,3741.69,0 days 18:05:02,EuronextIndices-EOD-20240923.csv.zip,2024-10-01,Oslo,index,,86,83767
2024-09-24,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3741.69,3742.04,0 days 09:00:02,3767.76,0 days 09:02:00,3734.21,0 days 10:08:30,3738.67,0 days 18:05:02,EuronextIndices-EOD-20240924.csv.zip,2024-10-01,Oslo,index,,86,83049
2024-09-25,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3738.67,3742.27,0 days 09:00:03,3744.44,0 days 09:00:15,3719.72,0 days 15:47:30,3724.09,0 days 18:05:02,EuronextIndices-EOD-20240925.csv.zip,2024-10-01,Oslo,index,,86,83844
2024-09-26,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3724.09,3725.18,0 days 09:00:02,3739.98,0 days 09:00:30,3698.5,0 days 15:24:00,3704.72,0 days 18:05:02,EuronextIndices-EOD-20240926.csv.zip,2024-10-01,Oslo,index,,86,83142
2024-09-27,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3704.72,3705.49,0 days 09:00:02,3728.46,0 days 16:20:00,3705.49,0 days 09:00:02,3724.09,0 days 18:05:02,EuronextIndices-EOD-20240927.csv.zip,2024-10-01,Oslo,index,,86,83938
2024-09-30,2687939,NO0012513474,OBXES,OBX ESG,XOSL,NOK,3724.09,3724.17,0 days 09:00:03,3745.86,0 days 09:15:30,3716.72,0 days 10:32:15,3742.47,0 days 18:05:02,EuronextIndices-EOD-20240930.csv.zip,2024-10-02,Oslo,index,,86,83985
